Model,Run,Iter,Dupli_effect,pearson,r_pval,spearman,rho_pval
ADS,Bm8,iter2,2.25,0.17496418312199852,3.2579821549630657e-15,0.2685355796338949,2.229454392414142e-34
ADS,Bm8,iter3,2.25,0.1757032552482004,2.484071627034896e-15,0.2404302631075658,1.0789347809688549e-27
Mixed,Bm1,iter1,2,0.3247871921383306,2.362503387380125e-50,0.4072151233037808,9.484839377930374e-81
Mixed,Bm1,iter2,2,0.35175570366535774,2.5009237092041512e-59,0.42138469684617413,6.491703000615671e-87
Mixed,Bm1,iter3,2,0.3073551730283979,5.118831203050485e-45,0.3870333367583342,1.8065372284987292e-72
Mixed,Bm3,iter1,2,0.2944553672865766,2.699429155894973e-41,0.37976165144041285,1.262175791199852e-69
Mixed,Bm3,iter2,2,0.3665555190442854,1.2149587793887764e-64,0.3754101548525387,5.873359498721714e-68
Mixed,Bm3,iter3,2,0.2787379653336509,5.171407232218586e-37,0.3439024174756044,1.271701522248571e-56
Mixed,Bm4,iter1,2,0.2534808292234818,1.0765606680179372e-30,0.337594375898594,1.669234827621179e-54
Mixed,Bm4,iter2,2,0.3547753816450234,2.1716343696959475e-60,0.3831305022826256,6.199931266191749e-71
Mixed,Bm4,iter3,2,0.28305364098875946,3.6728766191122223e-38,0.34316539979134997,2.2615438282725745e-56
Mixed,Bm8,iter1,2,0.3132984563459325,8.511046821960044e-47,0.36305027026256753,2.3367718794949568e-63
Mixed,Bm8,iter2,2,0.3424146673469697,4.05866708383478e-56,0.369021296255324,1.4847402545392315e-65
Mixed,Bm8,iter3,2,0.31797596164091574,3.1677301762526155e-48,0.3446621616655404,7.013716313178096e-57
Mixed,Bm1,iter1,1.6,0.35200897075254023,2.0395317611080176e-59,0.3703087675771919,4.918185959830426e-66
Mixed,Bm1,iter2,1.6,0.373153325961038,4.205786610820239e-67,0.384314712078678,2.1314429748117623e-71
Mixed,Bm1,iter3,1.6,0.3790390934599086,2.3978148758526234e-69,0.3824309606077401,1.162557569812591e-70
Mixed,Bm3,iter1,1.6,0.31576810216118334,1.5085794355836502e-47,0.30935937233984306,1.2994793275120755e-45
Mixed,Bm3,iter2,1.6,0.3177211511796959,3.7954959330943596e-48,0.31999389349847335,7.519920523824896e-49
Mixed,Bm3,iter3,1.6,0.32493737319480104,2.1176009224526747e-50,0.30588140247035067,1.3932730311085961e-44
Mixed,Bm4,iter1,1.6,0.3134086119256343,7.881683401316513e-47,0.3133533783383446,8.191245483317257e-47
Mixed,Bm4,iter2,1.6,0.33317697397763957,4.749903380158477e-53,0.3300025305006326,5.09349332762192e-52
Mixed,Bm4,iter3,1.6,0.30871068860754236,2.0276206671635527e-45,0.2893266933316733,7.224348861219553e-40
Mixed,Bm8,iter1,1.6,0.2992669195408707,1.1617148830599906e-42,0.3030148252537063,9.610075191729722e-44
Mixed,Bm8,iter2,1.6,0.3161020226423446,1.1923978060643209e-47,0.32646481411620354,6.932929335870305e-51
Mixed,Bm8,iter3,1.6,0.2500461254912615,6.902424578465452e-30,0.28175066543766636,8.202482562785451e-38
Mixed,Bm1,iter1,1.86,0.3440027390340269,1.1757112744307252e-56,0.3944787536196884,1.8584057712740095e-75
Mixed,Bm1,iter2,1.86,0.3645232022903727,6.776409910688429e-64,0.39974219643554904,1.2887167401325252e-77
Mixed,Bm1,iter3,1.86,0.3303673166351911,3.883626306113583e-52,0.38927009681752417,2.330055980490577e-73
Mixed,Bm3,iter1,1.86,0.2679832312055286,3.0734287860986696e-34,0.33474040618510154,1.4613089132768614e-53
Mixed,Bm3,iter2,1.86,0.3433596693721077,1.9434266048470328e-56,0.3442229870557468,9.895252958541785e-57
Mixed,Bm3,iter3,1.86,0.2659662720686766,9.862045820480193e-34,0.3503660030915008,7.632164077775593e-59
Mixed,Bm4,iter1,1.86,0.25968122764496393,3.4989240604992613e-32,0.3317990584497646,1.3347990863832928e-52
Mixed,Bm4,iter2,1.86,0.34077428674208093,1.4484559400264861e-55,0.37081319820329955,3.1856974982377365e-66
Mixed,Bm4,iter3,1.86,0.2741284400060243,8.277875506093516e-36,0.3414933088733272,8.301001605067495e-56
Mixed,Bm8,iter1,1.86,0.277041916301803,1.4435131153539318e-36,0.33401615500403875,2.525031475497764e-53
Mixed,Bm8,iter2,1.86,0.34888447920390536,2.491873225702209e-58,0.3771812742953186,1.2392420067357674e-68
Mixed,Bm8,iter3,1.86,0.3092613590360772,1.3899363719612932e-45,0.3308023352005838,2.8091369752820417e-52
Mixed,Bm1,iter1,2.25,0.3425371746283521,3.6896575691301827e-56,0.41171546642886653,1.1251285054012215e-82
Mixed,Bm1,iter2,2.25,0.3652485584189086,3.674576093648196e-64,0.40732084033021004,8.553208915134858e-81
Mixed,Bm1,iter3,2.25,0.3703048211238469,4.93490900650868e-66,0.40164828741207187,2.0826386043157463e-78
Mixed,Bm3,iter1,2.25,0.2950324497248289,1.8569384203641513e-41,0.34324125931031485,2.1315828985160217e-56
Mixed,Bm3,iter2,2.25,0.3729020188475141,5.231550038556776e-67,0.38435290208822553,2.059147050531599e-71
Mixed,Bm3,iter3,2.25,0.3073197030248726,5.244044178125926e-45,0.3419005139751285,6.0523207371952335e-56
Mixed,Bm4,iter1,2.25,0.28702680796702074,3.086117788559692e-39,0.3381711980427995,1.0736671484563253e-54
Mixed,Bm4,iter2,2.25,0.36843382211317965,2.4540196206676202e-65,0.3773155108288777,1.100954934307811e-68
Mixed,Bm4,iter3,2.25,0.29368460226889703,4.443160619639719e-41,0.3288567537141884,1.1909879588808465e-51
Mixed,Bm8,iter1,2.25,0.3176848712573591,3.894413309101874e-48,0.3365612386403096,3.6707451573058234e-54
Mixed,Bm8,iter2,2.25,0.35393086384661687,4.3129425836713615e-60,0.3743123540780885,1.533270110359575e-67
Mixed,Bm8,iter3,2.25,0.3528264653380602,1.054604919327205e-59,0.36018667654666914,2.5454229996577693e-62
Minimal,Bm1,iter1,2,0.16744878500275281,4.804268824001643e-14,0.2732066453016613,1.4321210645592232e-35
Minimal,Bm1,iter2,2,0.14608897119255737,5.222190272433287e-11,0.2384608436152109,2.9551879446781485e-27
Minimal,Bm1,iter3,2,0.13688420748084076,7.907449022829452e-10,0.20820100155025037,5.03296145951944e-21
Minimal,Bm3,iter1,2,0.16246686031252042,2.6751698750467004e-13,0.26123647880911965,1.4598302341107768e-32
Minimal,Bm3,iter2,2,0.15585385449695793,2.4087636968563458e-12,0.23837089309272325,3.093688011656244e-27
Minimal,Bm3,iter3,2,0.15092964819280896,1.1652326686280762e-11,0.22668835167208792,1.00912091412289e-24
Minimal,Bm4,iter1,2,0.1595350710536736,7.169067019273892e-13,0.2325585836396459,5.731759525370259e-26
Minimal,Bm4,iter2,2,0.16046056750954824,5.262291793069533e-13,0.24084181521045378,8.730694391819368e-28
Minimal,Bm4,iter3,2,0.16723974332925698,5.1686961410157534e-14,0.25879700269925066,5.736259036550257e-32
Minimal,Bm8,iter1,2,0.18239510542183096,2.0196617936411116e-16,0.26959900189975045,1.1990698131838055e-34
Minimal,Bm8,iter2,2,0.1958236384821072,9.76915062645859e-19,0.2704800076200019,7.157683790439826e-35
Minimal,Bm8,iter3,2,0.19302252067122935,3.0696302006589545e-18,0.24992401448100363,7.369943320102315e-30
Minimal,Bm1,iter1,1.6,0.14358873412063392,1.111707924293751e-10,0.2160519975129994,1.4889034926424756e-22
Minimal,Bm1,iter2,1.6,0.1348868281949351,1.393336822397196e-09,0.2001594305398576,1.604295981310087e-19
Minimal,Bm1,iter3,1.6,0.14290439141265265,1.3640148971731318e-10,0.20445595511398876,2.5694663986676987e-20
Minimal,Bm3,iter1,1.6,0.18615043914563034,4.732551421089496e-17,0.22733422783355692,7.389100840541411e-25
Minimal,Bm3,iter2,1.6,0.1309632054503676,4.139370170738e-09,0.18828935007233752,2.0425292412028284e-17
Minimal,Bm3,iter3,1.6,0.11774092657337165,1.287482185935525e-07,0.18833511058377764,2.0059183741275197e-17
Minimal,Bm4,iter1,1.6,0.16100352701398568,4.385557802492275e-13,0.23799895899973975,3.737980880411335e-27
Minimal,Bm4,iter2,1.6,0.12062633896660394,6.268438503801385e-08,0.1737863684465921,5.007205472062202e-15
Minimal,Bm4,iter3,1.6,0.11387570455333337,3.2885860586603027e-07,0.18047874911968728,4.1851442128322935e-16
Minimal,Bm8,iter1,1.6,0.16243450876573895,2.70469802949393e-13,0.21885010421252604,4.104120437489515e-23
Minimal,Bm8,iter2,1.6,0.13132763164171474,3.746215254440607e-09,0.186213612053403,4.6172103107971516e-17
Minimal,Bm8,iter3,1.6,0.13214578568389065,2.991280741494935e-09,0.2050229207557302,2.0115708251011765e-20
Minimal,Bm1,iter1,1.86,0.1419948634900607,1.787399132745795e-10,0.2302343975585994,1.8015287910213019e-25
Minimal,Bm1,iter2,1.86,0.14070143484295336,2.6175294936511826e-10,0.23404567501141874,2.736470470742153e-26
Minimal,Bm1,iter3,1.86,0.16767651953642754,4.435962490902635e-14,0.23556774489193621,1.2770624106861577e-26
Minimal,Bm3,iter1,1.86,0.14465110185353042,8.077084463634983e-11,0.22025826256456563,2.1312402261934916e-23
Minimal,Bm3,iter2,1.86,0.1943287749614972,1.8036436547821094e-18,0.28089833972458494,1.384168834122196e-37
Minimal,Bm3,iter3,1.86,0.1471149668836073,3.8155548833717345e-11,0.22977565394391347,2.2550795735064406e-25
Minimal,Bm4,iter1,1.86,0.16888694319620684,2.8977895999163454e-14,0.2588118572029643,5.68890704511567e-32
Minimal,Bm4,iter2,1.86,0.14544942060211122,6.34349092121496e-11,0.2256094089023522,1.6947816203782245e-24
Minimal,Bm4,iter3,1.86,0.14543156306083682,6.377959085946547e-11,0.2194597148649287,3.092150081477316e-23
Minimal,Bm8,iter1,1.86,0.17719623943556095,1.4310801482325117e-15,0.25135572133893036,3.410155297820762e-30
Minimal,Bm8,iter2,1.86,0.19020186564646585,9.553665196720805e-18,0.27250690112672526,2.1681011029214593e-35
Minimal,Bm8,iter3,1.86,0.149544102098561,1.7990905034431192e-11,0.21011839652959913,2.157823450124382e-21
Minimal,Bm1,iter1,2.25,0.1702233802363456,1.8042984454103855e-14,0.2626432661608165,6.587158803996316e-33
Minimal,Bm1,iter2,2.25,0.13871341653681218,4.67291597938276e-10,0.2313338603334651,1.0496602648269074e-25
Minimal,Bm1,iter3,2.25,0.18599953319277512,5.019695138291739e-17,0.24222650605662652,4.269837636894094e-28
Minimal,Bm3,iter1,2.25,0.17178573791415014,1.0319374476500059e-14,0.24901776375444096,1.197330050274919e-29
Minimal,Bm3,iter2,2.25,0.18847593595061818,1.897262052676437e-17,0.24921756080439023,1.0760298515336685e-29
Minimal,Bm3,iter3,2.25,0.16364378140529562,1.7916717598886922e-13,0.20927935181983795,3.129039424074874e-21
Minimal,Bm4,iter1,2.25,0.1937837764476722,2.2526903318778545e-18,0.285217743804436,9.578957939836695e-39
Minimal,Bm4,iter2,2.25,0.19617717015964303,8.444310346916638e-19,0.2620524115131029,9.20680809270511e-33
Minimal,Bm4,iter3,2.25,0.15988975158656682,6.369312075380653e-13,0.23958449689612424,1.664965256513688e-27
Minimal,Bm8,iter1,2.25,0.21715148105235754,8.99262925295723e-23,0.2788348657087164,4.8757701058341725e-37
Minimal,Bm8,iter2,2.25,0.20060564589555752,1.3289491370581527e-19,0.2680817695204424,2.902511781804419e-34
Minimal,Bm8,iter3,2.25,0.18593689618696235,5.143862820391189e-17,0.2508835752208938,4.399305336728819e-30
