Duplication,ORF_P1,Gene_P1,ORF_P2,Gene_P2,bm_P1,bm_P2,m_P1,m_P2,amEser_P1,amEser_P2,bm_Eser_P1,bm_Eser_P2,bp_P1,bp_calc_P1,bp_P2,bp_calc_P2,pEst_P1,pEst_calc_P1,pEst_P2,pEst_calc_P2,apBelle_P1,apBelle_P2,cv_P1,cv_P2,bm_fold_original,amEser_fold,bm_fold_Eser,bp_fold_original,pEst_fold_original,apBelle_fold,bp_fold_calc,pEst_fold_calc,bm_diff,bm_Eser_diff,amEser_diff,bp_diff,pEst_diff,apBelle_diff,bp_calc_diff,pEst_calc_diff
SSD,YBR011C,IPP1,YMR267W,PPA2,2.785661406,1.286234379,2.080958205,0.581531179,-0.04546768444929384,0.7800180680411113,2.035490520550706,1.3615492470411112,3.31663625,3.465790499269396,2.989266218,3.171788368218429,5.269102961,5.419671462470648,3.442305902,3.626242304629105,-1.326983992,-0.933691505,-0.661244783,,4.980988767224732,2.7422043131271123,2.238784450775691,1.0874997067249754,6.068488473949705,1.3064893620734224,0.9766539390949643,5.957642705624003,0.9386146874089096,0.6503491686143892,0.739953043374494,0.3600111207014037,0.9706363905322144,0.42419354794772246,0.32612192732252554,0.9683285150437706
SSD,YBR015C,MNN2,YJL186W,MNN5,1.769978156,1.690084109,1.065274955,0.985380909,0.5310808160473726,0.6663089072149603,1.5963557710473726,1.6516898162149602,2.657448579,3.1239115243712967,2.755639547,3.214039409478131,3.59423204,4.062109237736482,3.612528961,4.072343076443325,0.442885452,0.505033359,-0.641494089,-0.708076424,0.2654022793435515,0.4492179952675993,0.18381571924597567,0.3261833352633858,0.06078105591983523,0.20645087830174694,0.2993983536691732,0.03399607631880776,0.09172289026865005,0.06361963213448545,0.15444129814517427,0.1125674185184745,0.021061993522004364,0.0714285717162496,0.10339275607683603,0.011781597060934845
SSD,YBR072W,HSP26,YDR171W,HSP42,1.318430456,1.229391736,0.613727256,0.524688536,-0.33468628022534647,0.6082860250870676,0.2790409757746536,1.1329745610870676,3.489873084,3.5120733053763877,3.12210296,3.3870525661254893,3.975108845,3.9987233193283416,3.518300001,3.7846638597277256,,-0.238355785,,-0.54515514,0.2957802255008093,3.132486193718012,2.8367059682172027,1.2217059073758099,1.5174861328766174,,0.41530990616114666,0.7110901328236925,0.10215205298001596,0.7544165330830055,0.795280163101328,0.39980012179033675,0.48225661995466296,,0.14294962392586938,0.24157406838971085
SSD,YBR073W,RDH54,YGL163C,RAD54,1.452402624,0.936378604,0.747699424,0.231675403,0.8201671841212541,1.0008181502009978,1.567866608121254,1.2324935532009977,2.214101257,2.885681625400938,2.292261809,2.9357832614750397,2.833309186,3.506303806990872,2.395445717,3.0403814227247405,0.141855457,0.472848676,,,1.7141946896747184,0.6001095195888444,1.1140851734078017,0.2596437336007059,1.4545509593959427,1.0995356734133055,0.1664340324743801,1.5477606583305672,0.5328341011019916,0.3680040171658086,0.20503424268986378,0.08974356119854841,0.46534248783143906,0.36363636359497836,0.05761775296494927,0.4902679184795051
SSD,YBR151W,APD1,YML050W,AIM32,1.614806787,0.534763808,0.910103587,-0.169939392,0.3724814853386013,0.9847597722840311,1.2825850723386014,0.8148203802840311,2.939848911,3.1306699339973196,3.033328984,3.217245339353012,3.721461002,3.913696278560228,2.734898097,2.920228705015687,-0.121385978,,-0.594056319,,3.5878251156259413,2.0339444432935294,1.5538806723324123,0.31053408081082245,3.2772910314931916,,0.2875972713773364,3.3002278439171877,0.8464353915029694,0.49187745995917787,0.6074760038330393,0.1072093064714132,0.8130026180578438,,0.09934484519538754,0.8156802795370168
SSD,YBR207W,FTH1,YER145C,FTR1,1.378316085,2.035105528,0.673612885,1.330402327,0.8860647632160379,0.5130591675805196,1.559677648216038,1.8434614945805197,2.823522619,3.1816702963734107,2.945606293,3.2428230774446813,3.368644008,3.728205939249039,4.147517125,4.446148162483966,-0.159174539,-0.643474378,-0.693789492,-0.719307836,2.1818073031271212,1.2390977676918231,0.9427095321133707,0.4055531865876703,2.5873604897147926,1.608809241523526,0.20314514152114993,2.384952441869998,0.638807652631875,0.3155688828416633,0.4048520000349023,0.13963571134417807,0.7146925321163105,0.5061728392092135,0.0702886431767048,0.6786253888312843
SSD,YBR251W,MRPS5,YGL123W,RPS2,1.245192497,3.226448914,0.540489297,2.521745714,1.0905076368890976,0.15229774784262992,1.6309969338890977,2.67404346184263,3.153825673,3.332138150082318,3.311446174,3.407748115629764,3.565823474,3.7455502046510185,5.704700393,5.80241658710205,-0.684219346,,-0.575363335,,6.581591354808173,3.1166657893246157,3.464925565483556,0.5236039706021209,7.105195328732222,,0.2511708688055267,6.832762223293415,0.9793337060041902,0.8339142061111434,0.7932562181208366,0.17950127148580178,0.9855785096162996,,0.08682998065198576,0.9826071684963289
SSD,YBR263W,SHM1,YLR058C,SHM2,2.100526012,2.473050152,1.395822811,1.768346951,0.08232046102143051,0.26318851833316576,1.4781432720214305,2.031535469333166,2.851896971,3.232740224428456,3.104436285,3.466295903743304,4.119228288,4.501485793732102,4.744291741,5.107565613058148,-0.014491744,,-0.64320954,-0.85062691,1.2374984066897528,0.6008306810515509,1.8383290877413048,0.838917442240181,2.0764158456080035,,0.7758551728364964,2.01335357956345,0.40438845178502486,0.5629328846611211,0.20527365888383806,0.2828218659399637,0.6166806184277663,,0.26259252625597945,0.6029536958211497
SSD,YBR281C,DUG2,YFR044C,DUG1,1.208438748,2.200961595,0.503735548,1.496258394,0.8614525618744507,-0.010773435757849052,1.3651881098744507,1.485484958242151,2.480406965,3.1141576007573497,2.920831733,3.2936405327834417,2.855651017,3.4908159064632467,4.288598633,4.662821685108036,-0.129211316,-0.294837141,,-0.658466559,3.2970895302668906,2.8974720466258947,0.3996174803190686,1.4630594105034493,4.760148944092268,0.5501970813063977,0.5962293944502337,3.8933189234504653,0.8153159551121826,0.13761808634750777,0.7633471098470883,0.4676495749760035,0.928822196920692,0.18840579668224564,0.20374567123590517,0.8738930500612462
SSD,YBR283C,SSH1,YLR378C,SEC61,2.060660851,2.103172261,1.355957651,1.398469061,0.2682722318232803,0.27130903289217795,1.6242298828232804,1.6697780938921778,2.827550768,3.20839402140674,2.765878204,3.1377850410450234,4.055016924,4.437274429817859,4.035855769,4.409176859500015,,-0.621572537,-0.847711656,,0.14121984723227546,0.010088034789354874,0.15130788202162976,0.2048718230353396,0.06365197912499118,,0.23455795561493656,0.09333810823692018,0.04890402708099493,0.05239130141514185,0.0034962321901508644,0.07088408377071494,0.022056517131419866,,0.08111299784083764,0.032337244546925575
SSD,YCL057W,PRD1,YKL134C,OCT1,1.710614976,0.98208254,1.005911776,0.27737934,0.3371156519585642,0.9195419728401915,1.3430274279585643,1.1969213128401914,2.562938762,3.1057900531158253,2.412700576,2.9906418314007843,3.440359043,3.9846245868975694,2.561588421,3.140943929418392,-0.180363838,0.050774987,-0.776893619,,2.420132367185129,1.9347783585385598,0.48535400864657013,0.49908045099831233,2.9192128181834414,0.7678265565867536,0.382514112791514,2.802646479193121,0.6851485149955608,0.16664213061342562,0.5853370080100996,0.1712635483505742,0.7664733412093151,0.25999999958501263,0.13179809220754482,0.7492852037169406
SSD,YCR009C,RVS161,YDR388W,RVS167,1.832767979,1.911075951,1.128064778,1.206372751,0.4099793064864944,0.24534981082028512,1.5380440844864942,1.4517225618202851,3.224999379,3.33964277686377,2.858360172,3.232069063310546,4.224572662,4.340630312994881,3.936241427,4.3113645723130505,-0.079993293,0.006192855,-0.815734557,-0.793984123,0.2601334522404528,0.5468873469007178,0.2867538913383362,1.2179490824205246,0.9578156301800699,0.2863041864313204,0.3573521413238202,0.09721868618865986,0.08991191524220832,0.09905542830998139,0.18729920861000418,0.3987056508395283,0.32027508119404274,0.09890109933854793,0.1232194561641453,0.03368068477856354
SSD,YCR036W,RBK1,YJR105W,ADO1,1.428298476,2.360186562,0.723595276,1.655483362,0.5605475531476805,0.12839994471364152,1.2841428291476804,1.7838833067136415,3.021322168,3.2348303962671316,3.207760859,3.4302769995254145,3.616425949,3.8313484298760265,4.734752726,4.958683119369679,-0.166353124,-0.159174539,-0.678919635,-0.881404635,3.0956652141742107,1.4355632815954167,1.6601019325787936,0.6193359256069229,3.715001139781134,0.023846743193036906,0.6492595624139939,3.7449247773700858,0.7905422270513319,0.5192756677902673,0.46017109173715925,0.21140868258161397,0.8584759741992485,0.008264463239178062,0.22129389133284616,0.8611795099503491
SSD,YCR105W,ADH7,YMR318C,ADH6,-0.060597421,2.060231587,-0.765300621,1.355528386,-0.01951441514350453,0.2993951189696627,-0.7848150361435045,1.6549235049696627,2.940989848,3.1894601791271056,3.148909207,3.3961781704462117,2.047197731,2.2970823158105205,4.375946099,4.624629314778494,,-0.136898144,,-0.652962866,7.045241466127295,1.05939454109797,8.104636003903336,0.6906931601330712,7.735934629582295,,0.686702303081621,7.731943768042476,0.9849711691937553,0.9927603672483023,0.35150349583957874,0.2349062767697377,0.9906621008281379,,0.23359904942210905,0.9906363551663097
SSD,YDL007W,RPT2,YDR394W,RPT3,1.83358296,1.813375266,1.12887976,1.108672066,0.46191822463077425,0.6320623536673069,1.5907979846307743,1.740734419667307,3.088382663,3.4196185348041466,2.993765109,3.315984162048125,4.088770928,4.421421052479076,3.973945679,4.297578985585149,0.38852779,,,-0.649364392,0.0671285064314868,0.5652065624265983,0.4980780559951118,0.3143127109021224,0.38144122065553665,,0.34426593445425774,0.411394441343855,0.023260770937211926,0.17092631443094425,0.1934180787137655,0.10850364538432518,0.13143269730460932,,0.11875051580587012,0.1416200998165774
SSD,YDL049C,KNH1,YJL174W,KRE9,0.319613821,1.800997943,-0.385089379,1.096294742,0.9175411457717993,0.5796293881920558,0.5324517667717993,1.6759241301920558,2.910285306,3.0297993468065756,3.242073797,3.374315327606541,2.396704431,2.5176327252015964,4.209877045,4.343532827905112,,,,,4.921051534191848,1.122518561096918,3.798532969773002,1.1021775098131836,6.023229047326959,,1.144457315757081,6.06550884962853,0.9360939028503873,0.8659036805412156,0.37052825987634647,0.36443061980971153,0.9697147802155266,,0.37706922025448764,0.9705765757829362
SSD,YDL055C,PSA1,YDR211W,GCD6,2.812606888,1.738743129,2.107903688,1.034039928,0.28351516890469125,0.6658121239625046,2.391418856904691,1.6998520519625047,3.138905149,3.3873754809622576,2.523301874,3.0661531652751908,5.118317342,5.368201926922713,3.428850307,3.9731158514121874,,,,-0.807571945,3.5672981911034514,1.2699629955964413,2.297335198828937,2.044989814527172,5.612288008952552,,1.0670774351856447,4.634375629024567,0.8444060259072359,0.6619045851108549,0.41375686341923923,0.6098857739993442,0.9599341423713224,,0.35383500869084294,0.9225893941054905
SSD,YDL059C,RAD59,YML032C,RAD52,0.752179558,1.296870694,0.047476358,0.592167493,0.9125467939841057,0.8831321864930004,0.9600231519841056,1.4752996794930004,3.119604777,3.1877644392310858,2.562684681,2.926388441171688,3.03858964,3.1081635549516182,3.02636068,3.391478692428149,0.257248875,0.187612947,,,1.8094247877145135,0.0977132110247866,1.7117115733677988,1.8500485135097677,0.040623725795254924,0.23132554563675367,0.8682722712827387,0.9411525148901624,0.5560513110216234,0.5322175658723692,0.033851878614612224,0.5657010754819389,0.014078180313055452,0.07999999983825548,0.29215453068759756,0.3150829165569888
SSD,YDL081C,RPP1A,YDL130W,RPP1B,3.128766831,3.100117273,2.424063631,2.395414073,0.266329702876953,0.21496952367332953,2.690393333876953,2.6103835966733295,3.690081559,3.409227097540221,3.651364106,3.3705096449448124,5.985653694,5.706213486087071,5.918286684,5.638846475684868,,-0.977620384,-0.916676582,-0.943476276,0.0951717716263054,0.1706148222549665,0.2657865938812715,0.12861659488318064,0.22378836318755763,,0.12861659353915667,0.2237883645236461,0.032972066179956884,0.0918549613567339,0.059061772487914596,0.044545615797192135,0.0774039928657201,,0.04454561533231323,0.07740399332599869
SSD,YDL104C,QRI7,YKR038C,KAE1,0.496197198,1.491449682,-0.208506002,0.786746482,1.1987270903752636,0.705834607675132,0.9902210883752636,1.492581089675132,2.861556491,3.161978415199817,2.765250173,3.042722899441065,2.524558994,2.826395171096268,3.42350516,3.702392139345269,-0.494966641,-0.826627492,,-0.728390699,3.3061571881060354,1.6373533860403506,1.6688038020656846,0.31992266347935644,2.9862345246266786,1.1017534989111515,0.39615824826928087,2.909998939862508,0.8163668503661609,0.5214748428813168,0.5134939828886063,0.1104246092549568,0.7758860318200287,0.3643031785172968,0.13644171959924342,0.7651528233465722
SSD,YDL113C,ATG20,YDR425W,SNX41,1.062520558,0.774769557,0.357817358,0.070066357,0.8526648075990899,0.9951138718788817,1.2104821655990898,1.0651802288788816,2.48663444,2.9832542308293513,2.68513498,3.171471074670914,2.715960303,3.2139943464300873,2.626709842,3.114460189595882,-0.121385978,-0.113417048,,,0.955888134553861,0.4732055487214562,0.4826825858324053,0.6594045206763126,0.2964836138775496,0.026472212453190636,0.6252428214883141,0.3306453119884718,0.31967545672459124,0.165741857710257,0.16254586475438104,0.22463507177734912,0.10239327899220656,0.009174312305031886,0.2133635122877512,0.11409395973154382
SSD,YDL125C,HNT1,YDR305C,HNT2,2.175291586,1.182288661,1.470588386,0.477585461,0.3218276964529138,0.6676847089550755,1.7924160824529138,1.1452701699550754,3.554658257,3.44581714253243,3.182539092,3.2107573470163184,4.896755148,4.789328286112475,3.531633058,3.5612655660410106,-0.80753455,-0.481393834,-0.833717933,,3.298684314862829,1.1489121266447406,2.1497721882180882,1.236153108859526,4.534837423722353,1.0834160073670802,0.7808517387034503,4.079536052089193,0.8155011731983111,0.6321891238941706,0.3783928520689978,0.4039983785732459,0.9172885948680755,0.35877862570642144,0.2642040620553249,0.8883109027672766
SSD,YDL128W,VCX1,YNL321W,VNX1,1.61345723,1.223257402,0.90875403,0.518554202,0.5149386197990536,0.7426994274913182,1.4236926497990536,1.2612536294913181,2.889142611,3.1938015877032364,2.319009688,2.9673353327322287,3.669405145,3.9754783756041134,2.709072395,3.3588122921800077,0.074908667,,-0.661543506,,1.2962157712534168,0.7566050259871716,0.5396107452662451,1.8939405747339535,3.1901563426654405,,0.7523046149321152,2.048520387690691,0.4212692752359761,0.18486465585122464,0.256370163606212,0.575955813454873,0.802510072551438,,0.25497718159495814,0.6106536716518232
SSD,YDL164C,CDC9,YOR005C,DNL4,1.151100531,0.561806938,0.446397331,-0.142896262,0.7755746250234046,0.8419331698833762,1.2219719560234046,0.6990369078833762,2.602243008,3.170526564643015,2.23914763,2.904341199444293,2.920148844,3.489846653271737,1.967759873,2.634367695360454,,,,,1.9575909427238187,0.22043831450618284,1.7371526282176353,1.2061767373019454,3.1637676800257646,,0.8842486431014875,2.8418395848704554,0.5905103670416876,0.538507563645116,0.07624980747977672,0.39526867454646275,0.7992304600346937,,0.2972106828275532,0.7551820728291316
SSD,YDL171C,GLT1,YDR376W,ARH1,1.952222594,1.186924943,1.247519393,0.482221742,0.4202618834221392,0.6960980474445314,1.6677812764221391,1.1783197894445314,1.96719698,2.9885884591407823,2.688222339,3.0717110489922725,3.086224878,4.109030610183138,3.041952586,3.4268555492644377,-0.166353124,-0.273117891,-0.723883011,,2.5422637678082034,0.9163079028519433,1.62595586495626,2.3951943971883476,0.14706937061985728,0.354664879041403,0.2761272665474646,2.2661365004973297,0.7069606982315113,0.5105795482938911,0.3073063497509779,0.6805356686393199,0.05092626566697022,0.12230215750253755,0.0954073430393768,0.6557855963419281
SSD,YDL185W,VMA1,YDL227C,HO,2.583072751,1.540397688,1.878369551,0.835694487,0.07834664940616415,0.9252771451098879,1.956716200406164,1.760971632109888,2.554110502,3.2740670481995897,2.789664521,3.2480643830299036,4.303988558,5.025359357010478,3.496867513,3.956681628247265,-0.418449787,1.317946716,-0.920456993,,3.4636915856181503,2.8134422080950805,0.6502493808449973,0.7824935135797327,2.6811980753603475,5.768184327179869,0.08637898396912941,3.5500705715589334,0.8337838984570266,0.2216201122343048,0.7509215310249118,0.2647332601944128,0.7302358354184233,0.9639639640229037,0.029927734676345567,0.8426839196195212
SSD,YDR023W,SES1,YHR011W,DIA4,2.432299741,0.845803595,1.727596541,0.141100394,0.14132431277404156,1.0208702345396268,1.8689208537740416,1.1619706285396267,3.011295262,3.3666380143435,2.733915418,3.073984701949232,4.610400308,4.967157313154017,2.746524317,3.088007854230593,,-0.166353124,-0.85870704,,5.270226119827923,2.9217883082566996,2.3484378148931517,0.9214358967390734,6.191662019888924,,0.9721732605043677,6.242399382090107,0.9494846151278716,0.6717396565431897,0.7668413021852254,0.30891486046423294,0.9730069092302314,,0.3247334982948898,0.9739275555508905
SSD,YDR045C,RPC11,YGL070C,RPB9,1.418410536,1.54692325,0.713707335,0.84222005,0.6325983716201621,0.8399176797858975,1.3463057066201622,1.6821377297858975,3.742024446,3.4771091863251358,3.744441166,3.5241080381057412,4.327240287,4.063739279503657,4.458169721,4.239250846024795,,-0.320542541,,-0.834458923,0.4269099951868244,0.6886998344083672,1.1156098329171196,0.008028170065477019,0.4349381652522993,,0.15612680615744032,0.5830368038042625,0.14688547241209715,0.36846077451030707,0.23425345776575732,0.0027823445431516885,0.1496066748028517,,0.05405668178218949,0.19935921469716072
SSD,YDR072C,IPT1,YKL004W,AUR1,1.354307744,1.719822768,0.649604543,1.015119568,0.8719155702983132,0.5073617725100059,1.5215201132983132,1.522481340510006,2.647347042,3.059742725564216,2.612985306,2.9069731203289404,3.16846009,3.5822700267687595,3.499613379,3.795015445969736,0.257248875,-0.354151142,,-0.758578048,1.2142146273290286,1.2110215029708644,0.0031931276800922555,0.11414721620750166,1.1000674144434541,2.031026893686911,0.5074896436759126,0.7067249851023134,0.39761657008694123,0.0011066532725457388,0.3966844683430616,0.03953978576128933,0.3637962716935313,0.6068376064142256,0.1740910501703122,0.24014899039404067
SSD,YDR155C,CPR1,YML078W,CPR3,3.106166066,2.062159943,2.401462866,1.357456742,0.1309736968933778,-0.04376598062754111,2.532436562893378,1.3136907613724589,3.607979298,3.5099286631502324,3.535946548,3.488159399174235,5.880950668,5.7843142867342845,4.764911796,4.7185388993432635,,-0.144451282,-0.888233567,,3.4681132712281313,0.5804726440482981,4.0485859185983575,0.23928761597699758,3.7074008838832,,0.0723159296068854,3.5404292022136947,0.8342503963421846,0.8860269692467784,0.1985057130472337,0.0827411706190651,0.857781600973454,,0.025057544999890803,0.8417125575718872
SSD,YDR182W,CDC1,YIL039W,TED1,1.428643382,1.633810774,0.723940182,0.929107574,0.5875807032500979,0.2563943104536754,1.311520885250098,1.1855018844536755,2.793954087,3.175680950437509,2.787071915,3.152612017298931,3.389402773,3.772543890337387,3.587687994,3.954642349291805,0.840825461,,,,0.6815513236395692,1.1001773828748376,0.4186260592352683,0.02286208052064752,0.6586892464408491,,0.07663333711211995,0.6049179868363738,0.23191056900438428,0.14407524428043025,0.3638293393321373,0.007923227520835959,0.22439967253062745,,0.02655284774214368,0.20663012613088583
SSD,YDR190C,RVB1,YPL235W,RVB2,1.808226882,1.689895231,1.103523682,0.985192031,0.5024554006260258,0.5663613099257141,1.6059790826260258,1.551553340925714,2.99787991,3.3541596513161616,3.025405716,3.3891094751890782,3.972912096,4.330606090754374,3.882106251,4.247224263716138,,-0.778963297,-0.68329596,,0.39308923597130657,0.2122908355319582,0.18079840043934808,0.09143874828581891,0.30165048768548625,,0.11610080183480705,0.27698843384135585,0.1353977309347394,0.06257807272845989,0.07344192643856053,0.0316796509956307,0.10416487986463507,,0.0402157702322497,0.09570307571972869
SSD,YDR191W,HST4,YOR025W,HST3,0.642606194,1.385102075,-0.062097006,0.680398874,1.1211149356772068,1.1282502575744007,1.0590179296772069,1.8086491315744007,2.978920697,3.2380563679711702,2.638098585,2.9791383599779673,2.788332196,3.048882119919173,3.190005964,3.5324599921968876,0.100462772,1.141855457,,,2.466517927432044,0.023703026276353456,2.4902209503864685,1.1321865492116479,1.3343313748984689,3.4594316181116844,0.8601070050248916,1.606410919985192,0.6935843452460954,0.6978231149168364,0.008214658132905566,0.3734153167044657,0.4320740556403338,0.8333333332776723,0.2895640713923734,0.505554345458506
SSD,YDR197W,CBS2,YHR063C,PAN5,0.91478749,1.66886491,0.21008429,0.96416171,1.1055370207593667,0.3182687129011264,1.3156213107593666,1.2824304229011263,2.683515448,2.964341815642633,2.996868723,3.2664140810830107,2.765108242,3.0473488633154875,3.832538938,4.103498548698492,-0.244346149,,,-0.540682917,2.5049909672181774,2.6152487100887214,0.11025774287054421,1.0409370478474653,3.5459280183875705,,1.003462345252663,3.5084533122802517,0.7004399586257789,0.03819383353806848,0.7193883641716281,0.3458844227519234,0.8422672297265502,,0.3343995351782121,0.8384516497643196
