Model,Comparison,Property,Run,Mut_corr,KS stats,KS p-value
ADS,All duplicates,Divergence ratio,Bm2,0.0,-0.040101466992665,0.62204976994827
ADS,All duplicates,Divergence ratio,Bm2,0.1,-0.04174490627546856,0.5782010809466976
ADS,All duplicates,Divergence ratio,Bm2,0.2,-0.0406699266503667,0.6036108918268401
ADS,All duplicates,Divergence ratio,Bm2,0.3,-0.04075142624286873,0.6190372548577369
ADS,All duplicates,Divergence ratio,Bm2,0.4,-0.039182151589241994,0.6575363821214802
ADS,All duplicates,Divergence ratio,Bm2,0.5,-0.0465937245313773,0.44011968256184875
ADS,All duplicates,Divergence ratio,Bm2,0.6,-0.061872453137734235,0.1903185336138128
ADS,All duplicates,Divergence ratio,Bm2,0.7,-0.07374898125509366,0.0747695693513251
ADS,All duplicates,Divergence ratio,Bm3,-0.4,-0.1045896495517522,0.0012857659839454667
ADS,All duplicates,Divergence ratio,Bm3,-0.3,-0.1016748166259168,0.0018453843402232
ADS,All duplicates,Divergence ratio,Bm3,-0.2,-0.08992828035859819,0.0084918576284268
ADS,All duplicates,Divergence ratio,Bm3,-0.1,-0.08379665851670741,0.0169086532132516
ADS,All duplicates,Divergence ratio,Bm3,0.0,-0.07828402607986955,0.035850039338286864
ADS,All duplicates,Divergence ratio,Bm3,0.1,-0.0784506927465362,0.03786481903347223
ADS,All duplicates,Divergence ratio,Bm3,0.2,-0.0769164629176854,0.041224442937495304
ADS,All duplicates,Divergence ratio,Bm3,0.3,-0.076161369193154,0.046787098973214564
ADS,All duplicates,Divergence ratio,Bm3,0.4,-0.0946972290138549,0.004209415441821333
ADS,All duplicates,Divergence ratio,Bm3,0.5,-0.09421556642216787,0.007018624654250666
ADS,All duplicates,Divergence ratio,Bm3,0.6,-0.11171556642216786,0.0004532410883901
ADS,All duplicates,Divergence ratio,Bm3,0.7,-0.1331972290138549,1.0346466991273395e-05
ADS,All duplicates,Divergence ratio,Bm4,-0.4,-0.13965810920945393,5.248138758832492e-06
ADS,All duplicates,Divergence ratio,Bm4,-0.3,-0.12893235533822325,2.3153954634221503e-05
ADS,All duplicates,Divergence ratio,Bm4,-0.2,-0.12673879380603092,5.041132027025385e-05
ADS,All duplicates,Divergence ratio,Bm4,-0.1,-0.12594458027709857,3.942583429143257e-05
ADS,All duplicates,Divergence ratio,Bm4,0.0,-0.11394865525672367,0.0005249926547890303
ADS,All duplicates,Divergence ratio,Bm4,0.1,-0.12637041564792173,6.191914395464877e-05
ADS,All duplicates,Divergence ratio,Bm4,0.2,-0.12390057049714749,6.136623220766204e-05
ADS,All duplicates,Divergence ratio,Bm4,0.3,-0.1263736756316218,4.562055614535746e-05
ADS,All duplicates,Divergence ratio,Bm4,0.4,-0.13823390383048084,4.721494454111112e-06
ADS,All duplicates,Divergence ratio,Bm4,0.5,-0.146180521597392,1.1806126509010066e-06
ADS,All duplicates,Divergence ratio,Bm4,0.6,-0.1487938060309698,5.525078247137216e-07
ADS,All duplicates,Divergence ratio,Bm4,0.7,-0.1686303993480032,7.4047690941843785e-09
ADS,All duplicates,Divergence ratio,Bm5,-0.4,-0.16493846780766094,3.327831536263186e-08
ADS,All duplicates,Divergence ratio,Bm5,-0.3,-0.1568850855745721,1.3493903431675372e-07
ADS,All duplicates,Divergence ratio,Bm5,-0.2,-0.1512485737571312,5.384373020408025e-07
ADS,All duplicates,Divergence ratio,Bm5,-0.1,-0.15050203748981253,1.2812519493513956e-06
ADS,All duplicates,Divergence ratio,Bm5,0.0,-0.14899877750611243,1.0841515455384254e-06
ADS,All duplicates,Divergence ratio,Bm5,0.1,-0.15107864710676444,5.363949902396451e-07
ADS,All duplicates,Divergence ratio,Bm5,0.2,-0.16004686226568862,5.154325359117234e-08
ADS,All duplicates,Divergence ratio,Bm5,0.3,-0.1598985330073349,1.0897704834829843e-07
ADS,All duplicates,Divergence ratio,Bm5,0.4,-0.1688736756316218,8.610067621835546e-09
ADS,All duplicates,Divergence ratio,Bm5,0.5,-0.16980032599836994,5.94431422603255e-09
ADS,All duplicates,Divergence ratio,Bm5,0.6,-0.1823370008149959,2.985553656150349e-10
ADS,All duplicates,Divergence ratio,Bm5,0.7,-0.19372371638141808,1.6386928850901463e-11
ADS,All duplicates,Divergence ratio,Bm6,-0.4,-0.18682518337408305,1.362083038950838e-10
ADS,All duplicates,Divergence ratio,Bm6,-0.3,-0.18139853300733497,4.964046581198052e-10
ADS,All duplicates,Divergence ratio,Bm6,-0.2,-0.17336185819070904,4.624571281475198e-09
ADS,All duplicates,Divergence ratio,Bm6,-0.1,-0.1787469437652811,7.032900928294339e-10
ADS,All duplicates,Divergence ratio,Bm6,0.0,-0.17376691116544415,9.347338939906063e-09
ADS,All duplicates,Divergence ratio,Bm6,0.1,-0.17382192339038297,2.243964865774236e-09
ADS,All duplicates,Divergence ratio,Bm6,0.2,-0.18032355338223302,6.409173192167827e-10
ADS,All duplicates,Divergence ratio,Bm6,0.3,-0.18184352078239605,9.982940770332978e-10
ADS,All duplicates,Divergence ratio,Bm6,0.4,-0.18350366748166255,2.4708346479940246e-10
ADS,All duplicates,Divergence ratio,Bm6,0.5,-0.1896719641401793,3.836098105836072e-11
ADS,All duplicates,Divergence ratio,Bm6,0.6,-0.2003569682151589,3.5916084920965354e-12
ADS,All duplicates,Divergence ratio,Bm6,0.7,-0.2099702526487367,1.4899192990469603e-13
ADS,All duplicates,Divergence ratio,Bm7,-0.4,-0.19958679706601465,8.118024770927452e-12
ADS,All duplicates,Divergence ratio,Bm7,-0.3,-0.1962135289323553,9.16226354045572e-12
ADS,All duplicates,Divergence ratio,Bm7,-0.2,-0.19072371638141808,4.1298705196387196e-11
ADS,All duplicates,Divergence ratio,Bm7,-0.1,-0.19189853300733492,2.2669162843177066e-11
ADS,All duplicates,Divergence ratio,Bm7,0.0,-0.18964017929910346,4.561614049454949e-11
ADS,All duplicates,Divergence ratio,Bm7,0.1,-0.18782029339853298,1.8258550227301382e-10
ADS,All duplicates,Divergence ratio,Bm7,0.2,-0.18989364303178483,6.418447255166863e-11
ADS,All duplicates,Divergence ratio,Bm7,0.3,-0.19943520782396087,3.104257591720246e-12
ADS,All duplicates,Divergence ratio,Bm7,0.4,-0.20334026079869597,1.0816532854581358e-12
ADS,All duplicates,Divergence ratio,Bm7,0.5,-0.2099702526487367,1.3526217183349823e-13
ADS,All duplicates,Divergence ratio,Bm7,0.6,-0.21236022819885894,1.1920094541058765e-13
ADS,All duplicates,Divergence ratio,Bm7,0.7,-0.22237693561532193,3.885780586188047e-15
ADS,All duplicates,Divergence ratio,Bm8,-0.4,-0.20991687041564788,3.207804392483619e-13
ADS,All duplicates,Divergence ratio,Bm8,-0.3,-0.21165688671556637,9.399888275159661e-14
ADS,All duplicates,Divergence ratio,Bm8,-0.2,-0.2097502037489812,2.9172960343733695e-13
ADS,All duplicates,Divergence ratio,Bm8,-0.1,-0.203360228198859,1.6915728077530423e-12
ADS,All duplicates,Divergence ratio,Bm8,0.0,-0.20426691116544415,1.7540043491711306e-12
ADS,All duplicates,Divergence ratio,Bm8,0.1,-0.20540016299918495,5.756506382681437e-13
ADS,All duplicates,Divergence ratio,Bm8,0.2,-0.20554523227383856,1.2109942678269667e-12
ADS,All duplicates,Divergence ratio,Bm8,0.3,-0.2156401792991035,3.456494349999654e-14
ADS,All duplicates,Divergence ratio,Bm8,0.4,-0.21184352078239607,2.5916306138166573e-13
ADS,All duplicates,Divergence ratio,Bm8,0.5,-0.21884352078239602,1.3914795241968628e-14
ADS,All duplicates,Divergence ratio,Bm8,0.6,-0.22701018744906273,5.625129991434126e-15
ADS,All duplicates,Divergence ratio,Bm8,0.7,-0.23699185004074977,9.992007221626409e-16
ADS,All duplicates,Divergence ratio,Bm9,-0.4,-0.21988019559902194,7.882583474838611e-15
ADS,All duplicates,Divergence ratio,Bm9,-0.3,-0.22086185819070894,7.734553738221924e-15
ADS,All duplicates,Divergence ratio,Bm9,-0.2,-0.220341890790546,9.769962616701378e-15
ADS,All duplicates,Divergence ratio,Bm9,-0.1,-0.2159168704156479,3.293661639721298e-14
ADS,All duplicates,Divergence ratio,Bm9,0.0,-0.21801018744906273,1.798561299892754e-14
ADS,All duplicates,Divergence ratio,Bm9,0.1,-0.2159918500407498,3.5120055012309116e-14
ADS,All duplicates,Divergence ratio,Bm9,0.2,-0.220821923390383,1.8133642735544225e-14
ADS,All duplicates,Divergence ratio,Bm9,0.3,-0.21964017929910343,1.3766765505351941e-14
ADS,All duplicates,Divergence ratio,Bm9,0.4,-0.2310651996740016,9.992007221626409e-16
ADS,All duplicates,Divergence ratio,Bm9,0.5,-0.23058190709046453,9.992007221626409e-16
ADS,All duplicates,Divergence ratio,Bm9,0.6,-0.23504523227383864,9.992007221626409e-16
ADS,All duplicates,Divergence ratio,Bm9,0.7,-0.24021515892420534,9.992007221626409e-16
ADS,All duplicates,Protein abundance,Bm05,-0.4,-0.08798166259168701,0.010635790919837669
ADS,All duplicates,Protein abundance,Bm05,-0.3,-0.08603504482477582,0.013916045806470633
ADS,All duplicates,Protein abundance,Bm05,-0.2,-0.08524164629176846,0.014840917560065869
ADS,All duplicates,Protein abundance,Bm05,-0.1,-0.0887151589242053,0.010317805741255667
ADS,All duplicates,Protein abundance,Bm05,0.0,-0.08916625916870409,0.010145885972945601
ADS,All duplicates,Protein abundance,Bm05,0.1,-0.08968541157294206,0.0085787492355111
ADS,All duplicates,Protein abundance,Bm05,0.2,-0.09285167074164624,0.007999267432726399
ADS,All duplicates,Protein abundance,Bm05,0.3,-0.09012876935615316,0.0080947579194179
ADS,All duplicates,Protein abundance,Bm05,0.4,-0.0881104319478402,0.010106658538230133
ADS,All duplicates,Protein abundance,Bm05,0.5,-0.09081214343928273,0.007154944126145968
ADS,All duplicates,Protein abundance,Bm05,0.6,-0.08960594947025263,0.008186999797524267
ADS,All duplicates,Protein abundance,Bm05,0.7,-0.08777424612876934,0.010825315830822232
ADS,All duplicates,Protein abundance,Bm1,-0.4,-0.08875998370008142,0.011081635849407134
ADS,All duplicates,Protein abundance,Bm1,-0.3,-0.08983292583537077,0.009141316846835201
ADS,All duplicates,Protein abundance,Bm1,-0.2,-0.08568459657701706,0.013301790475065202
ADS,All duplicates,Protein abundance,Bm1,-0.1,-0.08918174409127948,0.008968396192781133
ADS,All duplicates,Protein abundance,Bm1,0.0,-0.08701874490627541,0.013433882293257635
ADS,All duplicates,Protein abundance,Bm1,0.1,-0.08886715566422164,0.010667314317597001
ADS,All duplicates,Protein abundance,Bm1,0.2,-0.09453382233088829,0.0043291843137591
ADS,All duplicates,Protein abundance,Bm1,0.3,-0.08516625916870409,0.0142267207810199
ADS,All duplicates,Protein abundance,Bm1,0.4,-0.08536837815810916,0.015314033231308968
ADS,All duplicates,Protein abundance,Bm1,0.5,-0.08482477587612057,0.0146147819021138
ADS,All duplicates,Protein abundance,Bm1,0.6,-0.08807334963325175,0.010827619691872433
ADS,All duplicates,Protein abundance,Bm1,0.7,-0.08801874490627541,0.0102641253330343
ADS,All duplicates,Protein abundance,Bm10,-0.4,-0.08412713936430312,0.015998471872079898
ADS,All duplicates,Protein abundance,Bm10,-0.3,-0.08833170334148326,0.0099771288447363
ADS,All duplicates,Protein abundance,Bm10,-0.2,-0.09499959250203743,0.0049798625693395
ADS,All duplicates,Protein abundance,Bm10,-0.1,-0.08703504482477582,0.0112917246805717
ADS,All duplicates,Protein abundance,Bm10,0.0,-0.08952037489812543,0.008907986932391034
ADS,All duplicates,Protein abundance,Bm10,0.1,-0.0872946210268948,0.010713681855032034
ADS,All duplicates,Protein abundance,Bm10,0.2,-0.08705623471882636,0.011530573986925334
ADS,All duplicates,Protein abundance,Bm10,0.3,-0.09036837815810916,0.0096181114758776
ADS,All duplicates,Protein abundance,Bm10,0.4,-0.08559331703341477,0.0136994433971636
ADS,All duplicates,Protein abundance,Bm10,0.5,-0.08700814995925014,0.011477132996885268
ADS,All duplicates,Protein abundance,Bm10,0.6,-0.08699959250203744,0.011332336841834966
ADS,All duplicates,Protein abundance,Bm10,0.7,-0.0915383048084759,0.010541315369064835
ADS,All duplicates,Protein abundance,Bm2,-0.4,-0.09112795436022814,0.0077611005748987666
ADS,All duplicates,Protein abundance,Bm2,-0.3,-0.08986837815810918,0.009974195578641501
ADS,All duplicates,Protein abundance,Bm2,-0.2,-0.09196128769356147,0.0071467162488100325
ADS,All duplicates,Protein abundance,Bm2,-0.1,-0.0836418092909535,0.018171292830622965
ADS,All duplicates,Protein abundance,Bm2,0.0,-0.08975957620211894,0.0092447892616712
ADS,All duplicates,Protein abundance,Bm2,0.1,-0.09285044824775873,0.005962764892396301
ADS,All duplicates,Protein abundance,Bm2,0.2,-0.09212999185004071,0.006322130744849466
ADS,All duplicates,Protein abundance,Bm2,0.3,-0.09009331703341476,0.008608398183640967
ADS,All duplicates,Protein abundance,Bm2,0.4,-0.08432885085574567,0.0163088189978762
ADS,All duplicates,Protein abundance,Bm2,0.5,-0.08385126324368374,0.020394409491206432
ADS,All duplicates,Protein abundance,Bm2,0.6,-0.08529380603096981,0.013351163230692867
ADS,All duplicates,Protein abundance,Bm2,0.7,-0.08468541157294207,0.01647401818986637
ADS,All duplicates,Protein abundance,Bm3,-0.4,-0.0839621026894865,0.016175366030941035
ADS,All duplicates,Protein abundance,Bm3,-0.3,-0.083242053789731,0.0182735415646683
ADS,All duplicates,Protein abundance,Bm3,-0.2,-0.09035044824775869,0.008602579340702866
ADS,All duplicates,Protein abundance,Bm3,-0.1,-0.0862017114914425,0.013923977603438336
ADS,All duplicates,Protein abundance,Bm3,0.0,-0.0821303993480032,0.021321440079564297
ADS,All duplicates,Protein abundance,Bm3,0.1,-0.08795191524042374,0.011594663238015201
ADS,All duplicates,Protein abundance,Bm3,0.2,-0.0904971475142624,0.007406494329692066
ADS,All duplicates,Protein abundance,Bm3,0.3,-0.08383211083944574,0.016100897530508865
ADS,All duplicates,Protein abundance,Bm3,0.4,-0.08796128769356149,0.011205005679236836
ADS,All duplicates,Protein abundance,Bm3,0.5,-0.08779543602281985,0.0106759471163056
ADS,All duplicates,Protein abundance,Bm3,0.6,-0.0901454767726161,0.008146795327324267
ADS,All duplicates,Protein abundance,Bm3,0.7,-0.08718704156479211,0.012846197568898867
ADS,All duplicates,Protein abundance,Bm4,-0.4,-0.08959331703341476,0.011821372941715069
ADS,All duplicates,Protein abundance,Bm4,-0.3,-0.08351996740016294,0.017742371807755033
ADS,All duplicates,Protein abundance,Bm4,-0.2,-0.08518541157294207,0.016044477641142835
ADS,All duplicates,Protein abundance,Bm4,-0.1,-0.08735126324368374,0.0129140481866856
ADS,All duplicates,Protein abundance,Bm4,0.0,-0.08920048899755496,0.008456503288882299
ADS,All duplicates,Protein abundance,Bm4,0.1,-0.08929339853300729,0.0082746789621376
ADS,All duplicates,Protein abundance,Bm4,0.2,-0.08720456397718007,0.0106581720176463
ADS,All duplicates,Protein abundance,Bm4,0.3,-0.09059331703341478,0.010891977350073733
ADS,All duplicates,Protein abundance,Bm4,0.4,-0.0858871230643846,0.014076454625809235
ADS,All duplicates,Protein abundance,Bm4,0.5,-0.08423064384678074,0.016949496340363468
ADS,All duplicates,Protein abundance,Bm4,0.6,-0.08785207823960872,0.010881567706093534
ADS,All duplicates,Protein abundance,Bm4,0.7,-0.08749877750611242,0.011111189111150268
ADS,All duplicates,Protein abundance,Bm5,-0.4,-0.09272004889975544,0.0054150429126111664
ADS,All duplicates,Protein abundance,Bm5,-0.3,-0.08956642216788908,0.008855405736568301
ADS,All duplicates,Protein abundance,Bm5,-0.2,-0.08466340668296653,0.014642927856619433
ADS,All duplicates,Protein abundance,Bm5,-0.1,-0.09262795436022814,0.006870273953017665
ADS,All duplicates,Protein abundance,Bm5,0.0,-0.08675835370823143,0.012277192462974
ADS,All duplicates,Protein abundance,Bm5,0.1,-0.0833300733496332,0.016773720053851734
ADS,All duplicates,Protein abundance,Bm5,0.2,-0.08909331703341478,0.008610500793075734
ADS,All duplicates,Protein abundance,Bm5,0.3,-0.0812502037489812,0.021934342951861266
ADS,All duplicates,Protein abundance,Bm5,0.4,-0.08430929095354521,0.01624069198137393
ADS,All duplicates,Protein abundance,Bm5,0.5,-0.08605338223308878,0.012433949528669433
ADS,All duplicates,Protein abundance,Bm5,0.6,-0.08659331703341477,0.0134499965948498
ADS,All duplicates,Protein abundance,Bm5,0.7,-0.08692502037489806,0.011719221372151799
ADS,All duplicates,Protein abundance,Bm6,-0.4,-0.08753504482477582,0.011507368732776366
ADS,All duplicates,Protein abundance,Bm6,-0.3,-0.09196454767726157,0.008160250165003068
ADS,All duplicates,Protein abundance,Bm6,-0.2,-0.09283292583537077,0.006209434643791732
ADS,All duplicates,Protein abundance,Bm6,-0.1,-0.08170048899755496,0.021813996954863867
ADS,All duplicates,Protein abundance,Bm6,0.0,-0.08009168704156473,0.025548697706185633
ADS,All duplicates,Protein abundance,Bm6,0.1,-0.08920171149144251,0.010236700046829366
ADS,All duplicates,Protein abundance,Bm6,0.2,-0.08447351263243678,0.0147200100963476
ADS,All duplicates,Protein abundance,Bm6,0.3,-0.08849959250203743,0.009779324090051266
ADS,All duplicates,Protein abundance,Bm6,0.4,-0.08662876935615316,0.012545167357516799
ADS,All duplicates,Protein abundance,Bm6,0.5,-0.08742665036674808,0.011723144628248666
ADS,All duplicates,Protein abundance,Bm6,0.6,-0.08975713121434387,0.008479097151998667
ADS,All duplicates,Protein abundance,Bm6,0.7,-0.08150040749796243,0.021876448657590034
ADS,All duplicates,Protein abundance,Bm7,-0.4,-0.08366503667481656,0.016255636521895232
ADS,All duplicates,Protein abundance,Bm7,-0.3,-0.09392216788916048,0.004685177984177967
ADS,All duplicates,Protein abundance,Bm7,-0.2,-0.0863247758761206,0.0130178891662163
ADS,All duplicates,Protein abundance,Bm7,-0.1,-0.08986837815810916,0.010608645446952433
ADS,All duplicates,Protein abundance,Bm7,0.0,-0.0878867155664221,0.010346799214810833
ADS,All duplicates,Protein abundance,Bm7,0.1,-0.08716503667481657,0.010776459940064967
ADS,All duplicates,Protein abundance,Bm7,0.2,-0.0902383863080684,0.0074330050050758
ADS,All duplicates,Protein abundance,Bm7,0.3,-0.08657212713936428,0.016573635980310735
ADS,All duplicates,Protein abundance,Bm7,0.4,-0.09033292583537078,0.008486966387615065
ADS,All duplicates,Protein abundance,Bm7,0.5,-0.09240383048084756,0.0061264173067699665
ADS,All duplicates,Protein abundance,Bm7,0.6,-0.0937938060309698,0.0051803091929213665
ADS,All duplicates,Protein abundance,Bm7,0.7,-0.09075998370008143,0.008789811883848734
ADS,All duplicates,Protein abundance,Bm8,-0.4,-0.09455338223308878,0.005164796822715066
ADS,All duplicates,Protein abundance,Bm8,-0.3,-0.08794621026894862,0.009884401510248532
ADS,All duplicates,Protein abundance,Bm8,-0.2,-0.09683292583537077,0.0035747140143613
ADS,All duplicates,Protein abundance,Bm8,-0.1,-0.08753504482477582,0.012750719649066699
ADS,All duplicates,Protein abundance,Bm8,0.0,-0.08775835370823144,0.011809874596002199
ADS,All duplicates,Protein abundance,Bm8,0.1,-0.08607212713936425,0.012419824289311966
ADS,All duplicates,Protein abundance,Bm8,0.2,-0.09179339853300728,0.0069683751347621
ADS,All duplicates,Protein abundance,Bm8,0.3,-0.08729543602281982,0.010964832701760567
ADS,All duplicates,Protein abundance,Bm8,0.4,-0.09059331703341478,0.008313508914942034
ADS,All duplicates,Protein abundance,Bm8,0.5,-0.0892938060309698,0.008372889012154335
ADS,All duplicates,Protein abundance,Bm8,0.6,-0.09540505297473506,0.0043393421636358336
ADS,All duplicates,Protein abundance,Bm8,0.7,-0.08429380603096981,0.016353335600873434
ADS,All duplicates,Protein abundance,Bm9,-0.4,-0.0863895680521597,0.012291804884940567
ADS,All duplicates,Protein abundance,Bm9,-0.3,-0.08832885085574571,0.010211007970928967
ADS,All duplicates,Protein abundance,Bm9,-0.2,-0.09109168704156478,0.006865449625845034
ADS,All duplicates,Protein abundance,Bm9,-0.1,-0.08614629176854109,0.013951048391499266
ADS,All duplicates,Protein abundance,Bm9,0.0,-0.08942502037489808,0.009553877403831566
ADS,All duplicates,Protein abundance,Bm9,0.1,-0.09384718826405865,0.0047350038180627675
ADS,All duplicates,Protein abundance,Bm9,0.2,-0.08896047269763646,0.009368174853932267
ADS,All duplicates,Protein abundance,Bm9,0.3,-0.08848166259168704,0.011089590409304633
ADS,All duplicates,Protein abundance,Bm9,0.4,-0.08335207823960873,0.017253638483785468
ADS,All duplicates,Protein abundance,Bm9,0.5,-0.08575998370008142,0.016124849719353632
ADS,All duplicates,Protein abundance,Bm9,0.6,-0.08840505297473507,0.009856027761260199
ADS,All duplicates,Protein abundance,Bm9,0.7,-0.0885179299103504,0.009820402148614833
ADS,All duplicates,Transcription rate,Bm05,-0.4,-0.18326854115729416,5.000779790265141e-10
ADS,All duplicates,Transcription rate,Bm05,-0.3,-0.1990334148329258,4.206338980831485e-12
ADS,All duplicates,Transcription rate,Bm05,-0.2,-0.21762306438467804,3.09382149528877e-14
ADS,All duplicates,Transcription rate,Bm05,-0.1,-0.22471801140994288,4.847973874196517e-15
ADS,All duplicates,Transcription rate,Bm05,0.0,-0.23151792991035045,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.1,-0.26142624286878563,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.2,-0.2596528117359413,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.3,-0.27463447432762833,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.4,-0.2885843520782396,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.5,-0.30672901385493073,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.6,-0.31468581907090465,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.7,-0.3243092909535452,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm1,-0.4,-0.0571466992665036,0.25191952359233366
ADS,All duplicates,Transcription rate,Bm1,-0.3,-0.05519111654441724,0.2421299740388837
ADS,All duplicates,Transcription rate,Bm1,-0.2,-0.0660843520782396,0.11596939339927476
ADS,All duplicates,Transcription rate,Bm1,-0.1,-0.07193765281173593,0.0937708756998018
ADS,All duplicates,Transcription rate,Bm1,0.0,-0.07969600651996737,0.028296116678621298
ADS,All duplicates,Transcription rate,Bm1,0.1,-0.0895656071719641,0.008113129371054966
ADS,All duplicates,Transcription rate,Bm1,0.2,-0.10806030969845147,0.0008252420041647001
ADS,All duplicates,Transcription rate,Bm1,0.3,-0.1150419722901385,0.0003905295962059955
ADS,All duplicates,Transcription rate,Bm1,0.4,-0.128381825590872,4.6119149391092795e-05
ADS,All duplicates,Transcription rate,Bm1,0.5,-0.13532803585982064,3.1431998481989964e-05
ADS,All duplicates,Transcription rate,Bm1,0.6,-0.1505529747351263,2.674507638097031e-06
ADS,All duplicates,Transcription rate,Bm1,0.7,-0.17033251833740828,1.8681060957407663e-08
ADS,All duplicates,Transcription rate,Bm10,-0.4,-0.08346943765281167,0.02507067251851257
ADS,All duplicates,Transcription rate,Bm10,-0.3,-0.07500122249388749,0.04271610138306373
ADS,All duplicates,Transcription rate,Bm10,-0.2,-0.07092461287693554,0.06520631632763084
ADS,All duplicates,Transcription rate,Bm10,-0.1,-0.07321271393643027,0.0549994195970392
ADS,All duplicates,Transcription rate,Bm10,0.0,-0.06974123879380596,0.10195696037854646
ADS,All duplicates,Transcription rate,Bm10,0.1,-0.07109290953545229,0.07030006265240464
ADS,All duplicates,Transcription rate,Bm10,0.2,-0.0599262428687856,0.1678334326407671
ADS,All duplicates,Transcription rate,Bm10,0.3,-0.0627379788101059,0.13971883585652542
ADS,All duplicates,Transcription rate,Bm10,0.4,-0.0692461287693561,0.09293850959003226
ADS,All duplicates,Transcription rate,Bm10,0.5,-0.0596177669111654,0.19315127226016102
