Systematic Name,Half-life [min],R2
YGR203W,24,0.88
YOL014W,24,0.88
YBR066C,24,0.89
YPL230W,24,0.89
YJL103C,24,0.89
YGL127C,24,0.89
YCR023C,24,0.9
YAR007C,24,0.9
YBR281C,24,0.91
YOR136W,24,0.91
YJL225C,24,0.91
YPL123C,24,0.92
YLR213C,24,0.92
Q0070,24,0.92
YGR296W,24,0.92
YHR022C,24,0.92
YLR180W,24,0.92
YBL111C,24,0.92
YPR141C,24,0.92
YPL072W,24,0.93
YOR316C,24,0.93
YPR018W,24,0.93
YFL017W-A,24,0.93
YLR125W,24,0.93
YIL177C,24,0.93
YDR089W,24,0.93
YIR018W,24,0.93
YBR251W,24,0.94
YOR357C,24,0.94
YDR538W,24,0.94
YLR457C,24,0.94
YIL016W,24,0.94
YPR202W,24,0.94
YLR321C,24,0.94
YNR049C,24,0.94
YIL020C,24,0.94
YDL174C,24,0.95
YDR439W,24,0.95
YEL077C,24,0.95
YHR129C,24,0.95
YCL019W,24,0.95
YAL055W,24,0.95
YKL130C,24,0.95
YPL038W,24,0.95
YPL096C-A,24,0.95
YOR064C,24,0.95
YPR106W,24,0.96
YGR105W,24,0.96
YPR093C,24,0.96
YIL121W,24,0.96
YHR002W,24,0.96
YMR063W,24,0.96
YGL071W,24,0.96
YKL063C,24,0.96
YMR311C,24,0.96
YMR273C,24,0.96
YDR034C-A,24,0.96
YPL279C,24,0.96
YCR076C,24,0.97
YLR055C,24,0.97
YBR108W,24,0.97
YGL254W,24,0.97
YBL113C,24,0.97
YLR170C,24,0.97
YML008C,24,0.97
YLR177W,24,0.97
YDR034C-D,24,0.97
YLR437C,24,0.97
YNL277W,24,0.97
YLR038C,24,0.98
YHR058C,24,0.98
YGR109W-B,24,0.98
YJR127C,24,0.98
YKL041W,24,0.98
YER088C,24,0.98
YNL097C,24,0.98
YLR179C,24,0.98
YOL028C,24,0.98
YEL034W,24,0.98
YPL071C,24,0.98
YLR006C,24,0.98
YKL017C,24,0.98
YAL046C,24,0.98
YDR534C,24,0.98
YKL156W,24,0.98
YLR355C,24,0.98
YOL053W,24,0.99
YBR037C,24,0.99
YBR162W-A,24,0.99
YEL044W,24,0.99
YGL108C,24,0.99
YLR053C,24,0.99
YER032W,24,0.99
YIL049W,24,0.99
R0010W,24,0.99
YDL065C,24,0.99
YLR130C,24,0.99
YDL173W,24,0.99
YER064C,24,0.99
YML053C,24,1
YDR424C,24,1
YOR380W,24,1
YJR147W,24,1
YEL016C,24,1
YGR113W,24,1
YGL222C,24,1
YPL116W,24,1
YEL018W,24,1
YDL105W,25,0.82
YDR046C,25,0.82
YLL042C,25,0.82
YOR012W,25,0.83
YHR116W,25,0.83
YDR270W,25,0.84
Q0045,25,0.85
YLR204W,25,0.85
YDL110C,25,0.85
YDR403W,25,0.86
YNR014W,25,0.86
YNL335W,25,0.87
YJR118C,25,0.87
YLR234W,25,0.88
YHR218W,25,0.88
YBL043W,25,0.88
YKL070W,25,0.88
YGL188C-A,25,0.89
YOR313C,25,0.89
YER020W,25,0.89
YBR135W,25,0.9
YML129C,25,0.9
YER111C,25,0.9
YJL106W,25,0.9
YOL108C,25,0.9
YKR020W,25,0.9
YKL062W,25,0.9
YBL100W-A,25,0.91
YKR069W,25,0.91
YJR159W,25,0.91
YPL209C,25,0.91
YHR105W,25,0.92
YPR194C,25,0.92
YDR085C,25,0.92
YDR393W,25,0.92
YBR230W-A,25,0.92
YIL042C,25,0.93
YDR052C,25,0.93
YDR252W,25,0.94
YDL101C,25,0.94
YPL046C,25,0.94
YJR112W,25,0.94
YHR208W,25,0.94
YPL283C,25,0.94
YBR042C,25,0.94
YIL153W,25,0.94
YPL127C,25,0.94
YKL138C-A,25,0.95
YJL159W,25,0.95
YEL003W,25,0.95
YLR273C,25,0.95
YAL040C,25,0.95
YOR113W,25,0.96
YLR079W,25,0.96
YKR037C,25,0.96
YDR201W,25,0.96
YLR128W,25,0.96
YAL012W,25,0.96
YNL327W,25,0.96
YIL006W,25,0.96
YMR256C,25,0.96
YJR086W,25,0.96
YPL037C,25,0.96
YGL012W,25,0.96
YOR181W,25,0.96
YJR152W,25,0.97
YOL122C,25,0.97
YER128W,25,0.97
YDR423C,25,0.97
YDR510W,25,0.97
YPL041C,25,0.97
YPL255W,25,0.97
YEL007W,25,0.97
YOR351C,25,0.97
YER059W,25,0.97
YIL117C,25,0.98
YLR139C,25,0.98
YLR011W,25,0.98
YIL063C,25,0.98
YDL085C-A,25,0.98
YGR183C,25,0.98
YHR210C,25,0.98
YBL085W,25,0.98
YBR117C,25,0.98
YDR471W,25,0.98
YOR178C,25,0.98
YJR094C,25,0.98
YGL226W,25,0.98
YDR092W,25,0.98
YEL040W,25,0.99
YNL080C,25,0.99
YLR288C,25,0.99
YGR058W,25,0.99
YJL065C,25,0.99
YLR350W,25,0.99
YBR284W,25,0.99
YDR130C,25,0.99
YBR239C,25,0.99
YML025C,25,0.99
YMR053C,25,0.99
YER146W,25,0.99
YBR289W,25,0.99
YNL166C,25,0.99
YKL069W,25,0.99
YPR171W,25,1
YLR268W,25,1
YML100W,26,0.8
YDR286C,26,0.81
YGR243W,26,0.81
YDR513W,26,0.81
YOR214C,26,0.82
YPL026C,26,0.83
YNL082W,26,0.85
YNL031C,26,0.85
YHR154W,26,0.85
YMR078C,26,0.86
YMR195W,26,0.86
YDL204W,26,0.87
YPL057C,26,0.88
YDL090C,26,0.89
YKL113C,26,0.9
YCR051W,26,0.9
YGL146C,26,0.9
YML102W,26,0.91
YLR295C,26,0.91
YOR063W,26,0.91
YJR123W,26,0.91
YDR545W,26,0.91
YHR199C-A,26,0.91
YNL272C,26,0.92
YGL208W,26,0.92
YLL066C,26,0.92
YDR202C,26,0.92
YPL234C,26,0.92
YGR012W,26,0.92
YLR410W-A,26,0.92
YMR260C,26,0.93
YHR039C-A,26,0.93
YOR192C-A,26,0.94
YDL119C,26,0.94
YBR181C,26,0.94
YGR192C,26,0.95
YLR158C,26,0.95
YNL098C,26,0.95
YNL195C,26,0.95
YBR253W,26,0.95
YNL278W,26,0.95
YDR034C-C,26,0.95
YML047C,26,0.96
Q0140,26,0.96
YEL017W,26,0.96
YNL099C,26,0.96
YOR301W,26,0.96
YPR011C,26,0.97
YBR233W-A,26,0.97
YLL057C,26,0.97
YCR075C,26,0.97
YLR137W,26,0.97
YJR019C,26,0.97
YHR214W,26,0.98
YBR268W,26,0.98
YDR404C,26,0.98
YLR073C,26,0.98
YPR138C,26,0.98
YMR262W,26,0.98
YCR038C,26,0.98
YOR327C,26,0.98
YCL039W,26,0.98
YDR086C,26,0.99
YCL005W-A,26,0.99
YPL170W,26,0.99
YDL012C,26,0.99
YLR141W,26,0.99
YJL179W,26,0.99
YAR023C,26,0.99
YIL008W,26,0.99
YCL005W,26,0.99
YDR254W,26,0.99
YOL111C,26,0.99
YMR215W,26,1
YDR207C,26,1
YKR095W-A,26,1
YML112W,26,1
YDL156W,27,0.8
YER188C-A,27,0.81
YGR230W,27,0.84
Q0060,27,0.86
YKL045W,27,0.86
YBR016W,27,0.87
YDR222W,27,0.87
YBR262C,27,0.87
YLR214W,27,0.87
YDR016C,27,0.88
YML126C,27,0.88
YNR009W,27,0.89
YLR176C,27,0.89
YMR071C,27,0.9
YBR128C,27,0.9
YFR035C,27,0.92
YKR007W,27,0.92
YIL119C,27,0.92
YOL012C,27,0.93
YDR296W,27,0.93
YML026C,27,0.93
YML050W,27,0.94
YIR009W,27,0.94
YIR016W,27,0.94
YJL078C,27,0.95
YDL136W,27,0.95
YMR292W,27,0.95
YGR122W,27,0.96
YEL076C-A,27,0.96
YKL006C-A,27,0.96
YJL118W,27,0.96
YIL113W,27,0.96
YBL030C,27,0.97
YER016W,27,0.97
YDL191W,27,0.97
YNL133C,27,0.97
YPL113C,27,0.97
YOL113W,27,0.97
YML051W,27,0.98
YOL146W,27,0.98
YNL037C,27,0.98
YLR344W,27,0.98
YBR156C,27,0.99
YOR284W,27,0.99
YNL135C,27,0.99
YML087C,27,0.99
YML058W,27,0.99
YER183C,27,0.99
YKL198C,27,0.99
YOR054C,27,0.99
YGL220W,27,1
YCL032W,27,1
YDR246W,27,1
YNL046W,27,1
YMR068W,27,1
YPR020W,28,0.83
YDR501W,28,0.83
YJL107C,28,0.85
YDR144C,28,0.86
YBR213W,28,0.86
YML063W,28,0.87
YLR467W,28,0.88
YOR383C,28,0.89
YLR462W,28,0.89
YPL065W,28,0.9
YJL100W,28,0.9
YKL085W,28,0.91
YER130C,28,0.91
YGR131W,28,0.92
YFL002W-B,28,0.92
YNL312W,28,0.93
YLR466W,28,0.93
YOL032W,28,0.93
YNL191W,28,0.93
YDR210W-A,28,0.94
YDR013W,28,0.95
YNL096C,28,0.95
YHR021C,28,0.95
YHR189W,28,0.95
YNL162W,28,0.95
YEL072W,28,0.95
YCR075W-A,28,0.96
YEL024W,28,0.96
YDR524C-B,28,0.96
YHR143W-A,28,0.96
YLR287C-A,28,0.96
YOR343W-A,28,0.97
YOR253W,28,0.97
YLR283W,28,0.97
YJL132W,28,0.97
YKL109W,28,0.98
Q0275,28,0.98
YGR224W,28,0.98
YNL309W,28,0.98
YNR056C,28,0.98
YIL045W,28,0.98
YOR247W,28,0.99
YBL086C,28,0.99
YNR032C-A,28,0.99
YLR043C,28,0.99
YLR146W-A,28,0.99
YLR102C,28,1
YBL010C,28,1
YER158C,28,1
YLR183C,29,0.8
YNL034W,29,0.81
YMR015C,29,0.81
YDR063W,29,0.81
YPL223C,29,0.84
YLR438W,29,0.85
YDL018C,29,0.85
YEL017C-A,29,0.85
YMR158C-A,29,0.86
YCR021C,29,0.87
YJL166W,29,0.87
YLR049C,29,0.87
YDL181W,29,0.88
YMR202W,29,0.88
YLR376C,29,0.88
YDR012W,29,0.89
YNL255C,29,0.89
YDR253C,29,0.9
YMR060C,29,0.9
YMR134W,29,0.9
YHR041C,29,0.9
YJL218W,29,0.9
YOR373W,29,0.9
YGL187C,29,0.91
YJR058C,29,0.91
YPL081W,29,0.91
YKL162C,29,0.91
YDL004W,29,0.91
YDL082W,29,0.91
YLR464W,29,0.91
YAL061W,29,0.92
YNL019C,29,0.92
YPL095C,29,0.93
YLL041C,29,0.94
YHR127W,29,0.94
YDR192C,29,0.94
YPL089C,29,0.95
YHR141C,29,0.95
YIL050W,29,0.95
YNL111C,29,0.96
YMR030W,29,0.96
YMR230W,29,0.97
YMR143W,29,0.97
YLR315W,29,0.97
YCR091W,29,0.98
YDR366C,29,0.98
YMR204C,29,0.98
YDL211C,29,0.99
YOR234C,29,0.99
YLR438C-A,29,0.99
YDL087C,29,1
YMR048W,30,0.8
YER178W,30,0.81
YPR035W,30,0.81
YBR068C,30,0.81
YBL027W,30,0.82
YPL153C,30,0.82
YOL110W,30,0.83
YGL051W,30,0.84
YLR303W,30,0.86
YLR048W,30,0.86
YJR022W,30,0.87
YLR227W-A,30,0.88
YKL221W,30,0.88
YLR050C,30,0.89
YLR150W,30,0.89
YOR065W,30,0.9
YJR006W,30,0.9
YBR011C,30,0.9
YFR018C,30,0.91
YPR192W,30,0.91
YFL064C,30,0.92
YPR149W,30,0.92
YJR012C,30,0.92
YLR075W,30,0.93
YDR113C,30,0.93
YPL090C,30,0.93
YNL067W,30,0.93
YJR059W,30,0.93
YDR025W,30,0.93
YBL002W,30,0.94
YOR312C,30,0.94
YBL031W,30,0.94
YLR194C,30,0.94
YDR447C,30,0.94
YER056C-A,30,0.95
YBR077C,30,0.95
YER046W,30,0.95
YDR536W,30,0.96
YOL149W,30,0.97
YDR210C-C,30,0.97
YPR157W,30,0.98
YNL263C,30,0.98
YCL021W-A,30,0.98
YJR094W-A,30,0.98
YOR293W,30,0.98
YJR047C,30,0.98
YCR102C,30,0.98
YPL257W-B,30,0.98
YNL138W-A,30,0.99
YKL096W-A,30,0.99
YMR070W,30,1
YDL216C,30,1
YKR083C,31,0.83
YHR203C,31,0.83
YJR145C,31,0.84
YIL133C,31,0.85
YEL054C,31,0.86
YPL131W,31,0.87
YML054C,31,0.88
YMR084W,31,0.88
YBL003C,31,0.9
YDL083C,31,0.92
YKL164C,31,0.92
YPL220W,31,0.92
YDR511W,31,0.92
YGR118W,31,0.93
Q0065,31,0.93
YKL107W,31,0.93
YJL190C,31,0.93
YIL132C,31,0.95
YLR099W-A,31,0.96
YPR046W,31,0.96
YCL020W,31,0.97
YPR158W-A,31,0.97
YFL017C,31,0.99
YGR179C,31,1
YIL131C,31,1
YGR152C,32,0.81
YPL271W,32,0.86
YIL018W,32,0.86
YLR212C,32,0.86
YGL135W,32,0.87
YGR214W,32,0.88
YLR414C,32,0.89
YCR101C,32,0.89
YDL010W,32,0.89
YJL108C,32,0.89
YAL003W,32,0.91
YBR161W,32,0.91
YNR001C,32,0.91
YMR144W,32,0.91
YBR010W,32,0.91
YMR199W,32,0.91
YFR034C,32,0.94
YDR073W,32,0.95
YOR382W,32,0.95
YOL026C,32,0.96
YNR072W,32,0.98
YDL186W,32,0.99
YMR102C,33,0.8
YNL310C,33,0.83
YLR348C,33,0.83
YBL072C,33,0.84
YDR454C,33,0.84
YML073C,33,0.86
YNL301C,33,0.88
YOR388C,33,0.92
YDL232W,33,0.93
YKL183W,33,0.94
YJL189W,33,0.95
YKR094C,33,0.95
YBL021C,33,0.97
YAR009C,33,0.98
YFR017C,33,0.99
YML058W-A,34,0.8
YBR031W,34,0.81
YLR103C,34,0.81
YLR448W,34,0.83
YNL077W,34,0.84
YNL178W,34,0.86
YOR273C,34,0.86
YIL069C,34,0.87
YBR048W,34,0.87
YML120C,34,0.87
YHR096C,34,0.87
YLR406C,34,0.87
YPL163C,34,0.89
YJR010W,34,0.9
YLR326W,34,0.92
YFR033C,34,0.92
YIL148W,34,0.92
YER102W,34,0.92
YDR170W-A,34,0.95
YML024W,34,0.96
YJR027W,34,0.96
YOR142W-B,34,0.97
YOL114C,34,0.98
YAL034W-A,34,0.98
YDR098C-B,34,0.99
YJL115W,35,0.83
YDR224C,35,0.83
YKL108W,35,0.88
YER018C,35,0.91
YDR225W,35,0.91
YLR029C,35,0.92
YHR010W,35,0.92
YNL052W,35,0.93
YDL197C,35,0.95
YOR167C,35,0.95
YML101C,35,0.96
YML039W,35,0.97
YGL229C,35,0.98
YLR157C-B,35,0.98
YOL103W-A,35,0.98
YGR027W-B,35,0.98
YBL005W-B,35,0.99
YER160C,35,0.99
YOL103W-B,35,0.99
YOR182C,35,0.99
YNL284C-B,35,0.99
YML040W,35,1
YML083C,36,0.8
YPR182W,36,0.83
YOR096W,36,0.86
YPL077C,36,0.87
YBL087C,36,0.88
YMR242C,36,0.88
YGR027C,36,0.89
YDR450W,36,0.91
YGR221C,36,0.92
YLR388W,36,0.95
YMR018W,36,0.95
YOL109W,36,0.96
YJR028W,36,0.97
YGR038C-B,36,0.98
YBL005W-A,36,0.98
YPR158W-B,36,0.98
YNL054W-A,36,0.99
YNL302C,37,0.82
YBR189W,37,0.84
YGR060W,37,0.85
YHL015W,37,0.87
YMR069W,37,0.87
YGL031C,37,0.88
YER074W,37,0.89
YLL064C,37,0.9
YIL011W,37,0.91
YGL258W,37,0.91
YBR070C,37,0.92
YPL111W,37,0.92
YPL079W,37,0.92
YGR034W,37,0.93
YFR032C-A,37,0.96
YLR256W-A,37,0.96
YDR261C-D,37,0.97
YPR158C-D,37,0.97
YGR027W-A,37,0.98
YMR050C,37,0.98
YFL034C-A,37,0.99
YER138C,37,0.99
YOL127W,38,0.8
YBR009C,38,0.83
YDL061C,38,0.87
YLR325C,38,0.91
YIR019C,38,0.92
YGR161C-C,38,0.95
YER159C-A,38,0.96
YNL284C-A,38,0.96
YDR316W-B,38,0.97
YLR227W-B,38,0.97
YPR137C-B,38,0.98
YOL135C,38,0.98
YML045W,38,0.99
YGR023W,38,0.99
YBL029W,39,0.81
YGL009C,39,0.82
YPR151C,39,0.83
YJL177W,39,0.84
Q0130,39,0.84
YJL133C-A,39,0.85
YGL123W,39,0.86
YOL121C,39,0.87
Q0250,39,0.87
YPR102C,39,0.89
YPL143W,39,0.92
YDR316W-A,39,0.95
YDL139C,39,0.95
YJR029W,39,0.95
YDR210C-D,39,0.96
YGR161C-D,39,0.98
YBR012W-B,39,0.98
YPR158C-C,39,0.98
YLR262C-A,39,0.99
YHR214C-B,39,0.99
YLR151C,40,0.87
YLR167W,40,0.9
YKR091W,40,0.9
YKL120W,40,0.92
YOL164W-A,40,0.93
YAR010C,40,0.96
YLR035C-A,40,0.98
YOR142W-A,40,0.99
YBR191W,41,0.81
YHL001W,41,0.82
YMR194W,41,0.89
YLR154C,41,0.89
YDR480W,41,0.94
YDR365W-B,41,0.95
YMR045C,41,0.96
YGR038C-A,41,0.97
YHL028W,42,0.81
YMR121C,42,0.82
YJL191W,42,0.82
YER117W,42,0.88
YJR026W,42,0.95
YMR051C,42,0.96
YJL213W,42,0.97
YLR162W-A,42,0.98
YGL103W,43,0.83
YLR185W,43,0.86
YLR367W,43,0.89
YHR178W,43,0.95
YGR049W,43,0.96
YML045W-A,43,0.97
YLR157C-A,43,0.99
YDR098C-A,43,0.99
YLR154W-C,43,1
YPR132W,44,0.81
YER131W,44,0.82
YBR184W,44,0.82
YOL005C,44,0.86
YGR085C,44,0.91
YER137C-A,44,0.95
YPL257W-A,44,0.98
YIL052C,45,0.82
YHL008C,45,0.86
YGL045W,45,0.99
YOR010C,46,0.83
YOR369C,46,0.83
YOR084W,46,0.85
YML027W,47,0.9
YIL029C,47,0.95
YGR148C,48,0.8
YLR157C-C,48,0.83
YKR057W,48,0.86
YBL092W,50,0.8
YHR001W-A,51,0.84
YOR072W-B,51,0.94
YDR365W-A,51,0.94
YMR046C,51,0.98
YHR021W-A,53,0.95
YDR261C-C,53,0.98
YKL037W,55,0.88
YDR119W-A,57,0.81
YHR214C-C,57,0.95
YPR137C-A,62,0.9
YJR048W,64,0.83
YLR162W,65,0.98
YMR055C,66,0.94
YLR154C-G,75,0.86
YNR034W,79,0.93
YNL042W-B,96,0.84
