Duplication;P1;P2;Dupli.SSD_WGD;MultiSSD;P1_DHFR_bank_MatA;P1_DHFR_bank_Mat_alpha;P2_DHFR_bank_MatA;P2_DHFR_bank_Mat_alpha;P1resultPCR.MatA;P2resultPCR.MatA;P1resultPCR.Mat.alpha;P2resultPCR.Mat.alpha;P1.GDiss.resultPCR.MatA;P2.GDiss.resultPCR.MatA;P1.GDiss.resultPCR.Mat.alpha;P2.GDiss.resultPCR.Mat.alpha;P1.MatA_reconstructed.validated;P2.MatA_reconstructed.validated;P1.Mat.alpha_reconstructed.validated;P2.Mat.alpha_reconstructed.validated;P1.falsePositive;P2.falsePositive
SSD;YLR314C;YHR107C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR319C;YNL271C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR323C;YDL074C;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR330W;YMR227C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR335W;YOR098C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR336C;YBR081C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR341W;YML007W;1;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR343W;YMR307W;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR345W;YIL107C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR347C;YBR017C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR348C;YKL120W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR359W;YPL262W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR360W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR361C;YOR137C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR364W;YCL035C;1;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR369W;YEL030W;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR372W;YCR034W;1;0;1;1;0;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YLR380W;YKL091C;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR382C;YBL076C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YLR383W;YFR031C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR386W;YAL016W;0;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR389C;YPR122W;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR396C;YGL095C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR401C;YNR015W;0;0;1;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR405W;YML080W;0;0;1;1;1;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR409C;YNL317W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR410W-B;YCL019W;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR419W;YKL078W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR423C;YNL250W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR424W;YOR191W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR429W;YKR036C;1;1;0;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YLR430W;YMR080C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR431C;YDL058W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR438C-A;YNL147W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR438W;YOL140W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YLR445W;YNL079C;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR454W;YPR117W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR461W;YNR076W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YLR462W;YJL225C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR464W;YEL076C-A;0;0;1;1;1;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR466W;YLR467W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YLR467W;YDR545W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML001W;YFL038C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML012W;YHR110W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML020W;YMR160W;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML031W;YDR119W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML035C;YJL070C;1;0;1;1;0;1;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML038C;YML018C;1;0;1;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML042W;YAR035W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML045W;YDR316W-B;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML045W-A;YHR214C-C;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML052W;YDL222C;1;0;1;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YML054C;YMR272C;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML062C;YDR356W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML064C;YNL098C;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML071C;YHR023W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML072C;YOR086C;1;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML076C;YNR044W;1;1;1;1;1;1;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML092C;YOL038W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML093W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML096W;YPR145W;1;0;1;1;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YML099C;YBR240C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML102W;YBL008W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML114C;YDL239C;1;0;1;0;1;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
SSD;YML117W;YPL184C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML119W;YMR164C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML120C;YMR145C;1;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML123C;YDL245C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YML131W;YBR046C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YML132W;YBR302C;0;0;1;0;1;1;ok;ok;0;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
SSD;YML133C;YLR467W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR001C;YDL028C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR006C;YMR008C;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR012W;YML071C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR019W;YOR380W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR023C;YBR264C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YMR029C;YDR285W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR032W;YHR114W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR033W;YJL081C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR035W;YMR150C;0;0;1;1;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR041C;YNL331C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR042W;YMR043W;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR049C;YDL145C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YMR050C;YOR142W-B;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR051C;YGR161C-C;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR054W;YOR270C;0;0;0;1;1;1;NA;NA;1;1;1;0;NA;NA;NA;1;NA;NA;NA;NA
SSD;YMR055C;YOL112W;1;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR056C;YBL030C;1;0;1;0;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR063W;YOL019W;1;0;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR065W;YDR356W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR066W;YFR031C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR068W;YGR232W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR069W;YPR051W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR070W;YKL062W;1;1;1;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR073C;YML054C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR075W;YNL097C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR076C;YOR112W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR077C;YNL250W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR078C;YOR217W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR083W;YOL086C;1;1;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR093W;YPL151C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR095C;YFL060C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR096W;YFL059W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR097C;YER006W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR100W;YPL219W;1;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR108W;YGR087C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR110C;YMR169C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR111C;YDL005C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR114C;YJR134C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR116C;YCR072C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YMR127C;YBL052C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR128W;YKR086W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR131C;YBR195C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR135C;YML007W;1;1;1;1;1;1;NA;NA;NA;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR136W;YIR013C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR138W;YBR164C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR144W;YHR023W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR146C;YCR072C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YMR152W;YBL069W;1;0;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR157C;YDL224C;1;1;1;0;1;1;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR159C;YOR195W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR161W;YNL064C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR162C;YER166W;1;0;1;1;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
SSD;YMR164C;YER109C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR166C;YNL003C;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR167W;YNL082W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR168C;YKR064W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR169C;YMR170C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR172W;YMR164C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR176W;YJR119C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR179W;YKL062W;1;1;1;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR190C;YBR142W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR197C;YDL234C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR210W;YPL095C;1;0;0;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR212C;YGL086W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR213W;YKR099W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR214W;YNL064C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR215W;YOL030W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR216C;YPR161C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR217W;YJL130C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR219W;YLR106C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR223W;YBR058C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR229C;YBR112C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR241W;YJR095W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YMR244W;YKR042W;1;0;1;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR253C;YPL264C;0;0;1;1;0;1;rien;ok;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YMR266W;YOL084W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR268C;YER165W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YMR270C;YBR130C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR272C;YNL111C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR276W;YLR167W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YMR277W;YHR154W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR278W;YMR105C;1;1;1;1;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR280C;YIL130W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR287C;YDR293C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR288W;YBR097W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR291W;YFR014C;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR293C;YBR208C;0;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YMR294W;YDL058W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR296C;YDR062W;0;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR300C;YKL104C;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR301C;YPL270W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR303C;YOL086C;1;1;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR304W;YIL156W;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YMR306W;YGR032W;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR313C;YOR081C;1;0;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR314W;YGR253C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YMR316W;YOR385W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR317W;YIR019C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR321C;YPL273W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR322C;YPL280W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YMR323W;YPL281C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL002C;YPL198W;1;0;1;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
SSD;YNL006W;YPL151C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL007C;YNL064C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL012W;YMR008C;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL016W;YHR086W;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL018C;YNL034W;0;0;1;1;0;1;ok;ok;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL019C;YNL033W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL021W;YGL194C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL022C;YBL024W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL025C;YPR025C;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL027W;YDR216W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL030W;YBR009C;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL031C;YBR010W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YNL032W;YNL099C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL035C;YEL056W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL037C;YOR136W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL041C;YNL250W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL042W;YNL183C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL045W;YKL157W;1;0;0;1;1;1;NA;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL054W;YFR019W;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL054W-A;YPR137C-A;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL056W;YNL099C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL059C;YFL039C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YNL064C;YNL077W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
