;lm;lp;wRPF;wmRNA;bmEser;amEser;bm;m;bp;cv;apExp;am;isEssential;hasTATA;YEPDFit;pEst
GLE1;3,20871002;2,731588765;1,347915187;1,53529412;1,426455102;0,802233324;1,085530615;0,380827414;2,666700746;NA;0,127615018;0,704301506;TRUE;FALSE;0,4200892;2,919036666
NHP2;2,673020907;2,195899652;2,755013031;2,591687762;2,180241398;0,351492146;2,141924257;1,437221057;3,553094062;-0,854337529;NA;0,704301506;TRUE;FALSE;0,4200892;4,861823623
CWC2;3,008600172;2,531478917;1,151063253;1,272537777;1,418490861;0,958533903;0,822774272;0,118071072;2,932715004;NA;-0,256084552;0,704301506;TRUE;FALSE;0,4200892;2,922294581
UGA4;3,234517284;2,757396029;-0,036212173;0,190331698;0,352048645;0,507431617;-0,259431807;-0,964135007;2,601728545;NA;NA;0,704301506;FALSE;TRUE;-0,01531;1,509102043
SHR3;2,80140371;2,324282455;2,416357541;2,447235577;1,721487392;0,107132815;1,997472072;1,292768871;3,230507954;-0,840132153;-0,358746894;0,704301506;TRUE;TRUE;0,4200892;4,39478533
NOP6;2,831229694;2,354108439;2,188253327;1,986323777;1,726028931;0,357377412;1,536560272;0,831857072;3,433489556;-0,83698779;NA;0,704301506;FALSE;NA;0,000865;4,136855132
GDH2;3,515741417;3,038620162;1,475235223;1,672559628;1,419594536;0,746824968;1,222796123;0,518092922;2,349723878;-0,579961694;NA;0,704301506;FALSE;TRUE;-0,01238;2,739325305
RRI1;3,121559844;2,644438589;0,87909588;1,097951071;1,119901128;1,222975884;0,648187566;-0,056515635;2,722374664;NA;0,23876547;0,704301506;FALSE;FALSE;-0,02198;2,537367534
TIM22;2,79518459;2,318063335;1,77224834;1,661718058;1,516214852;1,01443083;1,211954552;0,507251352;3,378135392;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,756895249
DTD1;2,719331287;2,178976947;2,186136672;2,084218687;1,384186579;0,304417079;1,634455182;0,929751981;3,508609483;NA;-1,049409205;0,704301506;FALSE;FALSE;-0,007115;4,309869969
CDC13;3,443262987;2,966141733;0,773054693;1,25139485;0,812068274;0,983036051;0,801631345;0,096928144;2,141186556;NA;-0,004272579;0,704301506;TRUE;FALSE;0,4200892;2,109623205
FMP45;2,968482949;2,491361694;-0,026872146;0,825426118;0,185043542;0,311901333;0,375662613;-0,329040588;2,242008487;NA;-0,250255008;0,704301506;FALSE;NA;-0,01518;1,784476404
HBT1;3,497067936;3,019946682;0,432969291;1,168202747;0,48952406;0,753532694;0,718439242;0,013736041;1,830488307;NA;NA;0,704301506;FALSE;FALSE;-0,004985;1,715732854
WHI4;3,290034611;2,812913357;1,538824989;1,705949195;1,740149705;1,035259368;1,25618569;0,551482489;2,605630882;-0,647142438;NA;0,704301506;FALSE;FALSE;-0,012115;3,028621877
SHS1;3,219060332;2,741939078;1,930949031;1,838534271;1,573382757;0,706598077;1,388770765;0,684067565;2,936144128;-0,72411304;-0,261836881;0,704301506;FALSE;FALSE;-0,01469;3,491720198
GCS1;3,02489596;2,547774705;2,362576712;2,287308952;1,314724384;0,413538887;1,837545446;1,132842246;3,113161501;-0,829005298;-0,418449787;0,704301506;FALSE;FALSE;0,045395;4,117512251
HO;3,245759356;2,768638101;1,96279537;1,990161193;1,97475335;0,903048363;1,540397688;0,835694487;2,789664521;NA;1,317946716;0,704301506;FALSE;FALSE;-0,015285;3,496867513
PTP1;3,003460532;2,526339277;1,362105319;1,445759836;1,195920252;0,810696334;0,995996331;0,291293131;2,97567465;NA;0,577584026;0,704301506;FALSE;FALSE;-0,005355;3,138476286
BRE4;3,528659645;3,051538391;0,017033339;1,475380593;1,56218861;0,995599944;1,025617088;0,320913888;1,075782801;NA;NA;0,704301506;FALSE;FALSE;-0,023195;1,268205193
OST4;2,045322979;1,568201724;2,366142677;2,281919242;1,800391931;0,773611404;1,832155737;1,127452537;4,101690155;-0,921724478;NA;0,704301506;FALSE;FALSE;NA;5,100651197
MFG1;3,13893394;2,661812686;1,195622944;1,319106059;1,26238094;0,76646919;0,869342554;0,164639354;2,800372644;NA;-0,034235802;0,704301506;FALSE;NA;-0,00753;2,836520502
GYP7;3,350441857;2,873320602;1,181271772;1,333850145;1,160286504;0,762301933;0,88408664;0,17938344;2,55976947;NA;-0,267514014;0,704301506;FALSE;TRUE;-0,01072;2,610661414
YPD1;2,702430536;2,225309282;2,199782594;2,202570046;1,612597395;0,667283324;1,752806541;1,048103341;3,357571711;-0,781464495;-0,410407066;0,704301506;TRUE;FALSE;0,4200892;4,277183557
PHO13;2,972665592;2,495544338;2,237895455;2,088348752;1,778399499;0,418157224;1,638585247;0,933882047;3,23967081;-0,651014043;NA;0,704301506;FALSE;TRUE;-0,00812;4,045061361
AIM6;3,069298012;2,592176757;1,855700831;2,047002131;0,984008731;0,108306785;1,597238625;0,892535425;2,802190388;NA;NA;0,704301506;FALSE;NA;-0,01521;3,566234318
GUD1;3,167317335;2,69019608;0,756636108;1,354876423;0,433870861;0,719384285;0,905112917;0,200409717;2,297232051;NA;-0,616551735;0,704301506;FALSE;NA;-0,042095;2,369150273
LRG1;3,484869033;3,007747778;1,046495164;1,500373714;1,38145677;0,979288949;1,050610209;0,345907009;2,124042117;NA;-0,173414978;0,704301506;FALSE;FALSE;-0,018995;2,341457631
NTH1;3,353339095;2,876217841;1,821316971;1,953807998;1,093329207;0,46850507;1,504044492;0,799341292;2,576959577;-0,648107108;0,141855457;0,704301506;FALSE;TRUE;-0,012505;3,247809374
YRB1;2,782472624;2,305351369;3,164367729;2,947365092;1,842660194;-0,013477802;2,497601587;1,792898387;3,497319712;NA;NA;0,704301506;TRUE;TRUE;0,4200892;5,161726604
RCR2;2,80140371;2,324282455;1,673941999;1,696181587;1,545907149;0,88894338;1,246418082;0,541714882;3,239146401;-0,682668065;-0,273117891;0,704301506;FALSE;NA;-0,019995;3,652369788
RAD57;3,14082218;2,663700925;0,913813852;1,373647472;1,608404612;1,167357241;0,923883967;0,219180767;2,4621339;NA;0,087497794;0,704301506;FALSE;TRUE;0,116925;2,552823171
MAF1;3,103119254;2,597695186;1,485579477;1,640779477;1,484690104;0,899809108;1,191015972;0,486312772;2,832773259;NA;0,127615018;0,704301506;FALSE;TRUE;-0,03063;3,190594535
SOK1;3,432327792;2,955206538;1,277838333;1,594723946;1,800762957;0,805538567;1,144960441;0,440257241;2,313576294;NA;NA;0,704301506;FALSE;TRUE;0,00625;2,62534204
TRP1;2,829303773;2,352182518;1,716253826;1,875871191;NA;NA;1,426107686;0,721404485;3,073868562;-0,588632864;-0,097026632;0,704301506;FALSE;TRUE;0,00438;3,666781552
GAL3;3,193958978;2,716837723;0,365487985;0,544068044;0,397971035;0,848039405;0,094304539;-0,610398661;2,690250662;NA;0,363704206;0,704301506;FALSE;FALSE;-0,01539;1,951360506
SNQ2;3,653791187;3,176669933;2,045127307;2,405073026;1,85524296;0,628033968;1,95530952;1,25060632;2,049052793;-0,752026734;NA;0,704301506;FALSE;FALSE;-0,029685;3,171167618
PSF1;2,797267541;2,320146286;1,501606922;1,638888425;1,627247519;0,851841658;1,189124919;0,484421719;3,128240657;NA;-0,207098091;0,704301506;TRUE;NA;0,4200892;3,484170881
RAD61;3,288696261;2,811575006;0,804139432;1,197280558;1,04701716;1,24524195;0,747517053;0,042813853;2,380952313;NA;0,442885452;0,704301506;FALSE;FALSE;0,01865;2,295274671
DAD1;2,45484486;1,977723605;1,912115729;1,886265059;1,601481014;0,743742631;1,436501554;0,731798353;3,63379551;-0,63311031;-0,284113276;0,704301506;TRUE;TRUE;0,4200892;4,237102368
KCS1;3,498723971;3,021602716;1,413634997;1,748265573;1,522327038;0,870037226;1,298502067;0,593798867;2,229435154;-0,650334016;0,34022311;0,704301506;FALSE;TRUE;0,09405;2,694742525
GCV1;3,080265627;2,603144373;2,186899857;2,224843717;1,568051322;0,564113733;1,775080212;1,070377011;2,944580212;-0,651889932;-0,358746894;0,704301506;FALSE;TRUE;-0,034205;3,886465728
DAS2;2,844477176;2,367355921;1,408409578;1,508395033;1,314855861;1,0164955;1,058631528;0,353928328;3,118327069;-0,60153915;0,187612947;0,704301506;FALSE;NA;0,02221;3,343763902
FAL1;3,079181246;2,602059991;1,367169489;1,413299764;1,626833504;1,033220547;0,963536259;0,258833059;2,937478178;-0,598082749;-0,04378112;0,704301506;TRUE;TRUE;0,4200892;3,067819742
ATG31;2,771587481;2,294466226;1,177247836;1,408409578;1,041201037;0,811733321;0,958646073;0,253942873;3,060040477;NA;-0,598507233;0,704301506;FALSE;NA;-0,01343;3,185491854
SES1;3,142702246;2,665580991;2,973271055;2,882063246;1,893036314;-0,015692926;2,432299741;1,727596541;3,011295262;-0,85870704;NA;0,704301506;TRUE;FALSE;0,4200892;4,610400308
NSI1;3,233757363;2,756636108;1,07809415;1,593286067;1,276589721;0,834952481;1,143522562;0,438819361;2,31384042;NA;NA;0,704301506;FALSE;NA;-0,02201;2,624168286
VPS54;3,426511261;2,949390007;1,224791956;1,567966907;1,342016189;0,853972728;1,118203402;0,413500201;2,293103488;-0,612610174;0,156578714;0,704301506;FALSE;NA;NA;2,578112194
REG1;3,483587297;3,006466042;1,728516105;2,035349677;1,160689653;0,650920305;1,585586171;0,880882971;2,272368831;-0,701146924;NA;0,704301506;FALSE;TRUE;0,155335;3,024760307
RAD28;3,182129214;2,705007959;0,633468456;0,906873535;0,942844433;1,065998657;0,45711003;-0,247593171;2,607255407;NA;NA;0,704301506;FALSE;FALSE;-0,024935;2,231170741
MIX14;2,563481085;2,086359831;1,678154038;1,484299839;0,792334597;0,680977347;1,034536334;0,329833134;3,693162813;NA;NA;0,704301506;FALSE;NA;-0,01605;3,894504452
PST2;2,775974331;2,298853076;2,802445316;2,515675188;1,448332961;-0,539114343;2,065911683;1,361208482;3,573585496;-0,685395527;0,01691672;0,704301506;FALSE;TRUE;-0,01826;4,806302483
MRH1;2,983626287;2,506505032;3,108656338;3,054647521;1,900643668;0,303541515;2,604884016;1,900180815;3,133172229;-0,74860515;-0,699086624;0,704301506;FALSE;TRUE;-0,03393;4,90486155
LYS14;3,375297738;2,898176483;1,207634367;1,583991799;1,491330686;1,012507645;1,134228294;0,429525094;2,31113453;NA;-0,062264526;0,704301506;FALSE;FALSE;-0,02026;2,612168128
ARO3;3,046495164;2,56937391;2,295281141;2,248390185;1,678023114;0,266990068;1,79862668;1,09392348;3,063185491;-0,781989957;-0,166353124;0,704301506;FALSE;FALSE;-0,01413;4,028617476
EHD3;3,176958981;2,699837726;1,693111115;1,797267541;1,38788413;0,561325778;1,347504036;0,642800835;2,781674294;-0,680893941;-0,207098091;0,704301506;FALSE;NA;-0,0254;3,295983634
KRS1;3,249442961;2,772321707;2,94037701;2,868132857;1,96920984;0,13781329;2,418369352;1,713666151;2,885590892;NA;NA;0,704301506;TRUE;TRUE;0,4200892;4,470765548
RSM10;2,786751422;2,309630167;1,809155532;1,794557751;1,563509821;0,67654731;1,344794246;0,640091046;3,290636058;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,802235609
NRG1;2,84260924;2,365487985;1,272769587;1,18582536;1,342370708;1,097891111;0,736061854;0,031358654;3,307124687;NA;0,618976711;0,704301506;FALSE;TRUE;-0,007865;3,209991846
HEM13;2,994317153;2,517195898;2,045674967;1,957990178;1,431744372;0,406174072;1,508226673;0,803523473;3,156157335;-0,630413109;NA;0,704301506;TRUE;TRUE;0,4200892;3,831189313
RPC11;2,522444234;2,045322979;2,069853021;1,868174041;1,729994242;0,587857346;1,418410536;0,713707335;3,742024446;NA;NA;0,704301506;TRUE;TRUE;0,4200892;4,327240287
BAP3;3,258876629;2,781755375;1,915452602;2,096597208;1,913297592;0,757181388;1,646833703;0,942130503;2,622768464;-0,826813732;0,187612947;0,704301506;FALSE;FALSE;-0,019505;3,436407471
HEM12;3,03702788;2,559906625;1,882296801;1,967828679;1,78395892;0,82751971;1,518065174;0,813361974;2,940229942;-0,695294102;-1,307879998;0,704301506;TRUE;FALSE;0,4200892;3,62510042
VMS1;3,278524965;2,80140371;1,412628521;1,512550993;1,430491458;1,027265486;1,062787488;0,358084287;2,684342263;-0,648010545;0,050774987;0,704301506;FALSE;NA;0,048265;2,913935055
TPI1;2,873320602;2,396199347;4,0057389;3,838321323;2,407463471;0,119037928;3,388557817;2,683854617;3,356886675;-0,907279355;-0,363294522;0,704301506;TRUE;FALSE;0,4200892;5,912249797
DET1;3,002166062;2,525044807;1,83518307;1,767155866;1,412199042;0,697925238;1,317392361;0,612689161;3,128650842;-0,621692965;-0,04378112;0,704301506;FALSE;NA;-0,02338;3,612848507
DBF4;3,325310372;2,848189117;1,319106059;1,610234175;1,40463807;1,021708536;1,16047067;0,45576747;2,446351212;NA;0,539795465;0,704301506;TRUE;TRUE;0,4200892;2,773627187
CDC34;2,948412966;2,471291711;2,090716448;2,027104866;1,859334193;0,806863562;1,577341361;0,87263816;3,177988317;-0,739809317;NA;0,704301506;TRUE;FALSE;0,4200892;3,922134982
PST1;3,125481266;2,648360011;2,230193379;2,045596772;1,517651978;0,74202368;1,595833267;0,891130066;3,121905041;-0,583525921;0,317946716;0,704301506;FALSE;TRUE;-0,010175;3,884543612
YOS9;3,211921084;2,73479983;1,432167269;1,449478399;1,049026046;1,065388428;0,999714894;0,295011694;2,833557486;NA;NA;0,704301506;FALSE;NA;-0,001225;3,000077684
TGL2;2,991669007;2,514547753;0,918554531;1,156549151;0,756794313;0,755210116;0,706785646;0,002082446;2,833126072;NA;NA;0,704301506;FALSE;FALSE;-0,025365;2,706717022
UBC5;2,729974286;2,173186268;1,475089803;1,451325808;1,405679602;0,646696438;1,001562303;0,296859103;3,436246172;NA;-0,267514014;0,704301506;FALSE;TRUE;-0,02732;3,604613779
MAK21;3,488268615;3,011147361;2,018991595;2,198162039;1,810607075;0,613092511;1,748398534;1,043695333;2,39535064;-0,744727495;-0,393860513;0,704301506;TRUE;FALSE;0,4200892;3,310554478
LCB2;3,22685757;2,749736316;2,047041103;2,273741836;1,743708408;0,311202831;1,823978331;1,119275131;2,609231397;-0,76421913;0,156578714;0,704301506;TRUE;FALSE;0,4200892;3,600015032
AIM7;2,653212514;2,176091259;2,15299121;2,050379756;1,525368748;0,373787206;1,600616251;0,895913051;3,51218864;-0,64888039;NA;0,704301506;FALSE;NA;-0,042835;4,279610195
RPS13;2,997823081;2,181843588;3,881736059;3,692782607;2,320121397;0,067285786;3,243019102;2,538315902;3,592778309;NA;NA;0,704301506;TRUE;FALSE;0,4200892;6,002602715
RRG1;3,04060234;2,563481085;0,866287339;1,28510703;1,184667615;1,086519556;0,835343524;0,130640324;2,603367669;NA;0,127615018;0,704301506;FALSE;NA;0,3103;2,605516498
RTR2;2,771587481;2,294466226;1,104828404;1,089905111;0,967318419;0,795585636;0,640141606;-0,064561594;3,306125511;NA;-0,434101732;0,704301506;FALSE;NA;-0,03349;3,113072422
OCA6;2,829303773;2,352182518;1,245759356;1,515078675;1,346667665;0,853185016;1,06531517;0,36061197;2,964166608;NA;-0,481393834;0,704301506;FALSE;NA;-0,016075;3,196287082
DOS2;2,969881644;2,492760389;1,796851749;1,76305344;1,402912728;0,605396322;1,313289935;0,608586735;3,126706365;-0,6712128;-0,381023289;0,704301506;FALSE;FALSE;-0,037135;3,606801604
DOA4;3,444200989;2,967079734;0,942008053;1,351796307;1,249925946;0,987179927;0,902032802;0,197329601;2,208800457;NA;-0,219872379;0,704301506;FALSE;TRUE;0,05323;2,277638563
FMP16;2,450249108;1,973127854;0,767155866;0,92788341;0,110000358;-0,147178264;0,478119905;-0,226583295;3,451813047;-0,461175011;-0,014491744;0,704301506;FALSE;NA;-0,03753;3,096738257
PAA1;2,760422483;2,283301229;2,665327657;2,456381218;1,751238576;0,310423786;2,006617713;1,301914512;3,511313655;-0,701146924;-0,053121147;0,704301506;FALSE;NA;-0,009125;4,684736672
IPT1;3,199755177;2,722633923;1,588383768;1,804071249;1,659355637;0,846694724;1,354307744;0,649604543;2,647347042;NA;0,257248875;0,704301506;FALSE;FALSE;-0,00866;3,16846009
SNF11;2,707570176;2,230448921;1,397940009;1,814447379;1,534098277;0,91762496;1,364683873;0,659980673;2,938712154;NA;0,141855457;0,704301506;FALSE;TRUE;-0,03393;3,470201332
TPS2;3,429913698;2,952792443;2,013637612;2,063032965;1,313449131;0,595041662;1,61326946;0,908566259;2,583480649;-0,587539453;NA;0,704301506;FALSE;FALSE;0,036165;3,363555414
PPH3;2,967079734;2,489958479;1,531989551;1,565257343;1,564234173;1,113653463;1,115493838;0,410790638;3,062442174;NA;-0,166353124;0,704301506;FALSE;TRUE;-0,024895;3,344741316
RAD55;3,086715664;2,609594409;0,670245853;1,140508043;1,009713258;1,134159505;0,690744538;-0,013958663;2,505811846;NA;0,472848676;0,704301506;FALSE;FALSE;0,110915;2,363361688
SHU2;2,827369273;2,350248018;0,723455672;1,312177356;1,028454704;0,715132828;0,862413851;0,157710651;2,646698742;NA;NA;0,704301506;FALSE;FALSE;-0,034315;2,675917898
PET100;2,526339277;2,049218023;1,800029359;1,581266805;1,262252214;0,883291253;1,1315033;0,4268001;3,755212976;NA;0,442885452;0,704301506;FALSE;FALSE;0,28133;4,053521581
VPS41;3,474070503;2,996949248;1,219060332;1,413299764;0,944666596;0,878876365;0,963536259;0,258833059;2,394479765;NA;-0,474444974;0,704301506;FALSE;TRUE;0,035535;2,524821328
PDC2;3,443732241;2,966610987;1,26810973;1,501880494;1,32964412;1,00686712;1,052116989;0,347413788;2,385286694;NA;-0,310442214;0,704301506;TRUE;FALSE;0,4200892;2,604208987
STN1;3,171726454;2,694605199;0,29666519;1,248708736;1,337054054;1,031985229;0,79894523;0,09424203;1,939019701;NA;NA;0,704301506;TRUE;FALSE;0,4200892;1,904770236
TVP23;2,77815125;2,301029996;1,934750875;1,877544108;1,228276425;0,284992545;1,427780603;0,723077402;3,341845216;-0,51684079;NA;0,704301506;FALSE;NA;-0,02038;3,936431123
AFR1;3,270212855;2,7930916;0,586587305;1,039414119;0,894220359;0,271686943;0,589650614;-0,115052586;2,33975003;NA;NA;0,704301506;FALSE;TRUE;-0,014485;2,096205949
SSS1;2,385606274;1,908485019;3,120264551;2,952463087;1,936446783;0,292237376;2,502699582;1,797996382;3,84498489;-0,79438969;NA;0,704301506;TRUE;FALSE;0,4200892;5,514489776
RRP1;2,922725458;2,445604203;2,131426172;1,998564458;1,76347364;0,624603531;1,548800953;0,844097753;3,272925956;-0,72411304;-0,088593465;0,704301506;TRUE;FALSE;0,4200892;3,988532213
SLU7;3,060320029;2,583198774;1,351989455;1,35545152;1,500366041;1,134406387;0,905688015;0,200984815;2,999007606;NA;-0,27865038;0,704301506;TRUE;FALSE;0,4200892;3,071500926
RLI1;3,261738547;2,784617293;2,284971855;2,337618972;1,703620652;0,399193738;1,887855467;1,183152267;2,748404035;-0,854492829;0,039193115;0,704301506;TRUE;FALSE;0,4200892;3,803064806
UBC13;2,86332286;2,187520721;2,400969479;2,15283851;1,614236506;0,431726259;1,703075005;0,998371804;3,646278694;-0,756589858;NA;0,704301506;FALSE;FALSE;NA;4,516159003
DNF2;3,684755622;3,207634367;1,468937806;1,932524497;1,502822929;0,720243661;1,482760992;0,778057792;1,914447386;-0,695401774;0,34022311;0,704301506;FALSE;FALSE;-0,04298;2,564013683
GIS1;3,42894429;2,951823035;1,08170727;1,346157302;1,268490052;0,976967505;0,896393797;0,191690597;2,369395378;NA;0,17181868;0,704301506;FALSE;FALSE;-0,033295;2,432594479
MSH6;3,571592383;3,094471129;1,547897718;1,716253826;1,385168959;0,611317902;1,266490321;0,56178712;2,322841208;NA;0,127615018;0,704301506;FALSE;FALSE;-0,03696;2,756136833
GRX3;2,933487288;2,456366033;2,433929766;2,227140825;1,520136663;0,101706396;1,77737732;1,07267412;3,336091352;-0,616184634;-0,735131728;0,704301506;FALSE;FALSE;-0,025985;4,280273977
TVP15;2,635483747;2,158362492;2,19348636;2,055263626;1,335607094;0,494703777;1,605500121;0,90079692;3,565528687;-0,651111277;-0,261836881;0,704301506;FALSE;NA;-0,01228;4,337834112
ARX1;3,2509077;2,773786445;2,026083621;2,106564835;1,809712443;0,630099379;1,65680133;0,952098129;2,731400786;-0,812197361;-0,363294522;0,704301506;FALSE;FALSE;0,125575;3,55500742
STE5;3,439963936;2,962842681;1,239299479;1,541329578;1,406333191;1,033285161;1,091566072;0,386862872;2,320795665;NA;0,920006707;0,704301506;FALSE;FALSE;NA;2,579167042
SPO71;3,572639297;3,095518042;0,587710965;1,116607744;0,943219055;0,842677527;0,666844239;-0,037858962;1,961253624;NA;NA;0,704301506;FALSE;FALSE;-0,019965;1,794903167
TMS1;3,152899596;2,675778342;1,474361976;1,715334684;1,343924605;0,655188311;1,265571179;0,560867978;2,668917396;-0,660946264;NA;0,704301506;FALSE;NA;-0,011305;3,101293879
ARP10;2,931966115;2,45484486;0,344392274;0,600972896;0,61593603;0,881984948;0,15120939;-0,55349381;2,874242963;NA;NA;0,704301506;FALSE;FALSE;NA;2,192257658
TMN2;3,305136319;2,828015064;1,258397804;1,487986331;0,615978106;0,523877411;1,038222826;0,333519626;2,528064854;NA;NA;0,704301506;FALSE;NA;-0,02289;2,733092984
TRS85;3,32159843;2,844477176;1,091666958;1,414137362;1,35302159;0,989985981;0,964373857;0,259670657;2,418720865;NA;-0,004272579;0,704301506;FALSE;NA;-0,00838;2,549900026
FOB1;3,230704314;2,753583059;1,334252642;1,54344718;1,459702606;0,963122119;1,093683675;0,388980475;2,622890848;NA;0,539795465;0,704301506;FALSE;TRUE;-0,00579;2,883379828
ALT2;3,182984967;2,705863712;1,176958981;1,471438407;1,338348002;0,738494726;1,021674902;0,316971702;2,585325306;NA;0,074908667;0,704301506;FALSE;NA;-0,012545;2,773805513
PDS1;3,049992857;2,572871602;1,606596309;1,419294722;1,503193594;1,073126839;0,969531217;0,264828016;3,20009843;NA;NA;0,704301506;TRUE;TRUE;0,4200892;3,336434951
MRPL1;2,933487288;2,456366033;1,740836207;1,689042339;1,623275541;0,91351665;1,239278834;0,534575633;3,18109628;-0,613501034;-0,053121147;0,704301506;FALSE;NA;0,199195;3,587180418
