;lm;lp;wRPF;wmRNA;bmEser;amEser;bm;m;bp;cv;apExp;am;isEssential;hasTATA;YEPDFit;pEst
PTC1;2,927370363;2,450249108;1,673481697;1,721975402;1,354514829;1,039446907;1,272211896;0,567508696;3,086925632;NA;NA;0,704301506;FALSE;FALSE;0,027455;3,525942833
RPT2;3,118595365;2,641474111;2,427534794;2,283346465;1,634397585;0,393874962;1,83358296;1,12887976;3,088382663;NA;0,38852779;0,704301506;TRUE;FALSE;0,4200892;4,088770928
APC11;2,697229343;2,220108088;1,678245152;1,775610448;1,416296381;0,564891366;1,325846943;0,621143742;3,268195061;-0,717831222;0,577584026;0,704301506;TRUE;TRUE;0,4200892;3,760847308
GRX6;2,84260924;2,365487985;1,743431365;1,627365857;1,426888242;0,752008568;1,177602351;0,472899151;3,336245969;NA;1,317946716;0,704301506;FALSE;NA;-0,009535;3,680653625
SLX5;3,269512944;2,792391689;1,172894698;1,47099817;1,681774698;0,871570217;1,021234664;0,316531464;2,495173284;NA;0,38852779;0,704301506;TRUE;NA;0,27576;2,683213253
NOP1;2,992995098;2,515873844;3,047333289;2,76615249;2,033690107;0,21161061;2,316388985;1,611685784;3,3509754;NA;NA;0,704301506;TRUE;TRUE;0,4200892;4,834169689
TSC13;2,969881644;2,492760389;2,4338658;2,386267042;1,702016845;0,224646317;1,936503537;1,231800337;3,140506814;-0,863913903;-0,1518753;0,704301506;TRUE;FALSE;0,4200892;4,243815655
CDC7;3,182984967;2,705863712;1,164947373;1,258876629;1,342865097;1,06286712;0,809113124;0,104409924;2,785875476;NA;0,074908667;0,704301506;TRUE;TRUE;0,4200892;2,761793905
ERP3;2,831229694;2,354108439;1,793999801;1,835436895;1,224630692;0,44045967;1,38567339;0,680970189;3,190122912;-0,73388595;NA;0,704301506;FALSE;FALSE;-0,03165;3,742601606
OSH2;3,585686278;3,108565024;1,539828558;1,826657792;1,156429141;0,695475673;1,376894287;0,672191086;2,190274188;-0,647817482;0,442885452;0,704301506;FALSE;FALSE;-0,029735;2,733973779
RPN4;3,203032887;2,725911632;1,82314806;1,957319897;2,013993606;0,763971836;1,507556392;0,802853191;2,725584976;NA;1,141855457;0,704301506;FALSE;TRUE;0,155245;3,399946672
GPM2;2,971275849;2,494154594;1,33243846;1,36660971;0,326673907;0,466661676;0,916846205;0,212143005;3,057342601;NA;-0,053121147;0,704301506;FALSE;TRUE;-0,018545;3,14099411
GPD1;3,070407322;2,593286067;2,591843411;2,371529632;1,590138589;0,259523443;1,921766127;1,217062927;3,212696157;-0,66274046;-0,778963297;0,704301506;FALSE;TRUE;-0,02565;4,301267589
DIA3;3,148294097;2,671172843;0,029383778;0,645422269;0,330862534;0,774851032;0,195658764;-0,509044436;2,298457111;NA;NA;0,704301506;FALSE;FALSE;-0,042855;1,660921179
RTK1;3,270212855;2,7930916;1,117271296;1,467903947;1,107188307;0,797054629;1,018140441;0,313437241;2,441944194;-0,569199575;0,113826733;0,704301506;FALSE;NA;-0,021235;2,62688994
MPS1;3,36078269;2,883661435;1,126131407;1,500099192;1,509630912;1,022179016;1,050335687;0,345632486;2,328039225;NA;1,141855457;0,704301506;TRUE;FALSE;0,4200892;2,545180216
ARP2;3,113609151;2,593286067;2,35700049;2,440357997;1,744854478;0,292553192;1,990594492;1,285891291;2,909024872;NA;NA;0,704301506;TRUE;FALSE;0,4200892;4,066424668
PRP9;3,202215776;2,725094521;1,271144318;1,403977964;1,351322978;0,952499659;0,954214458;0,249511258;2,727740278;NA;0,296757417;0,704301506;TRUE;FALSE;0,4200892;2,848760041
DBP10;3,475380593;2,998259338;1,864748336;1,99895644;1,80107871;0,614126008;1,549192935;0,844489735;2,453201002;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,169199242
SLM3;3,098297536;2,621176282;0,870988814;1,314920056;1,375281054;0,976042226;0,865156551;0,16045335;2,520560921;NA;-0,024475965;0,704301506;FALSE;NA;0,03641;2,552522776
GPR1;3,460296327;2,983175072;1,164947373;1,673113104;1,443271338;0,931583089;1,223349599;0,518646399;2,094327641;NA;0,127615018;0,704301506;FALSE;TRUE;0,032015;2,484482545
PUS9;3,142702246;2,665580991;1,230704314;1,521661015;1,26590398;0,83518986;1,07189751;0,36719431;2,629130753;NA;-0,491612999;0,704301506;FALSE;NA;-0,032095;2,867833567
NAT1;3,409087369;2,931966115;2,124602028;2,263328285;1,466854593;0,406689567;1,81356478;1,108861579;2,514976073;-0,846032778;-0,193936645;0,704301506;FALSE;FALSE;0,106295;3,495346157
SIR2;3,22762965;2,750508395;1,273001272;1,488832634;1,358828675;0,809908074;1,039069129;0,334365929;2,619328688;NA;0,296757417;0,704301506;FALSE;FALSE;NA;2,825203122
PRP11;2,903632516;2,426511261;1,662190991;1,484726804;1,550982964;0,82488985;1,034963299;0,330260099;3,33662137;NA;-0,414447044;0,704301506;TRUE;FALSE;0,4200892;3,538389974
MTF2;3,121559844;2,644438589;1,230959556;1,31344537;1,390268452;1,078123893;0,863681865;0,158978665;2,858744041;NA;NA;0,704301506;FALSE;FALSE;0,2402;2,889231211
FAD1;2,96425963;2,487138375;1,442009159;1,489677292;1,264671311;0,835144099;1,039913786;0,335210586;3,050861937;NA;-1,459117439;0,704301506;TRUE;TRUE;0,4200892;3,257581028
NPC2;2,717670503;2,240549248;2,412191655;2,272931779;1,686790477;0,203741057;1,823168274;1,118465074;3,484379073;-0,595936385;0,840825461;0,704301506;FALSE;NA;-0,01012;4,474352651
SIT4;2,971275849;2,494154594;1,898999271;1,92526051;1,813878447;0,750182658;1,475497004;0,770793804;3,065252612;-0,659456742;0,087497794;0,704301506;FALSE;FALSE;0,25711;3,707554921
STP4;3,168202747;2,691081492;0,344392274;0,532754379;0,678714871;0,915583623;0,082990874;-0,621712327;2,706224848;NA;1,317946716;0,704301506;FALSE;TRUE;0,00624;1,956021026
KNH1;2,906873535;2,42975228;0,523746467;0,769377326;0,68466727;0,894902265;0,319613821;-0,385089379;2,910285306;NA;NA;0,704301506;FALSE;TRUE;-0,01862;2,396704431
LHP1;2,918030337;2,440909082;2,503763454;2,497537788;1,623616051;0,194246932;2,047774282;1,343071082;3,150985029;-0,778585762;NA;0,704301506;FALSE;FALSE;-0,020415;4,365564616
SLC1;2,959994838;2,482873584;2,116607744;2,196535414;1,501257293;0,502684135;1,746771909;1,042068709;3,022867191;-0,885889643;-0,520902375;0,704301506;FALSE;FALSE;0,01279;3,936444405
PBP4;2,746634199;2,269512944;2,1430148;2,019324037;1,733872782;0,530384159;1,569560532;0,864857332;3,439846264;-0,741721985;-0,024475965;0,704301506;FALSE;NA;-0,039065;4,1762121
MCH1;3,164650216;2,687528961;1,330819466;1,428782511;1,22763529;0,679880406;0,979019006;0,274315806;2,800176439;NA;NA;0,704301506;FALSE;FALSE;-0,008485;2,94600075
PSA1;3,035829825;2,558708571;3,374315669;3,262370394;2,242320618;0,176339273;2,812606888;2,107903688;3,138905149;NA;NA;0,704301506;TRUE;TRUE;0,4200892;5,118317342
MBP1;3,398287305;2,921166051;1,266231697;1,535673803;1,181693666;1,107408231;1,085910298;0,381207098;2,395060288;NA;0,317946716;0,704301506;FALSE;FALSE;0,239215;2,64777589
USO1;3,730216841;3,253095586;1,639785213;1,938519725;1,184515473;0,615557762;1,48875622;0,78405302;2,033838347;-0,704652852;-0,200567224;0,704301506;TRUE;FALSE;0,4200892;2,689399871
RAD59;2,855519156;2,378397901;1,114277297;1,201943063;1,202441634;0,889639037;0,752179558;0,047476358;3,119604777;NA;0,257248875;0,704301506;FALSE;FALSE;0,02612;3,03858964
TSR1;3,374198258;2,897077003;1,846275242;1,946648734;1,730946399;0,682475595;1,496885229;0,792182028;2,58821795;-0,781464495;0,187612947;0,704301506;TRUE;FALSE;0,4200892;3,251908484
SYO1;3,270212855;2,7930916;1,654369091;1,883774961;1,633535551;0,785403452;1,434011456;0,729308256;2,563170974;-0,668572703;0,074908667;0,704301506;FALSE;NA;0,1224;3,163987735
UBC9;2,766412847;2,198657087;2,373996384;2,250541978;1,40981387;0,299368082;1,800778473;1,096075272;3,510465764;NA;-0,31552174;0,704301506;TRUE;FALSE;0,4200892;4,478049542
PEX19;3,012415375;2,53529412;1,944285221;1,739018246;1,37799272;0,581189452;1,289254741;0,58455154;3,2556413;-0,718058067;-0,129211316;0,704301506;FALSE;FALSE;-0,001985;3,711701345
IDP1;3,109578547;2,632457292;2,542924967;2,575199395;1,514610352;-0,423274135;2,12543589;1,42073269;2,920936725;-0,725380381;NA;0,704301506;FALSE;FALSE;-0,00775;4,213177919
COX9;2,255272505;1,77815125;2,715150622;2,329479238;1,815699464;0,547392762;1,879715733;1,175012533;4,193188578;NA;NA;0,704301506;TRUE;FALSE;0,175775;5,239709616
CBS1;2,838849091;2,361727836;0,809559715;1,183554534;1,015479928;0,898498667;0,733791028;0,029087828;2,84994579;NA;-0,460204535;0,704301506;FALSE;FALSE;0,197185;2,750542123
BDF2;3,282622113;2,805500858;1,799891685;2,129077324;1,631691003;0,702052137;1,679313819;0,974610619;2,450981947;-0,677987561;0,664734202;0,704301506;FALSE;TRUE;-0,0117;3,297101071
YET3;2,786751422;2,309630167;2,362501324;2,334956116;1,35168686;0,296904433;1,885192611;1,180489411;3,303583485;-0,774690718;NA;0,704301506;FALSE;NA;-0,018065;4,355581401
BRE1;3,322839273;2,845718018;1,669316881;1,970207359;1,811548947;0,757210231;1,520443854;0,815740653;2,439059949;-0,645891561;-0,166353124;0,704301506;FALSE;TRUE;0,048515;3,126309107
RPL31A;2,882524538;2,056904851;3,815863863;3,613802723;2,255762618;0,174910463;3,164039218;2,459336017;3,730824734;NA;NA;0,704301506;FALSE;FALSE;NA;6,061669256
RXT3;2,946943271;2,469822016;1,583765368;1,651859269;1,28637649;0,742001298;1,202095764;0,497392564;3,047752528;-0,550907469;NA;0,704301506;FALSE;NA;-0,014645;3,416653597
VAM6;3,498310554;3,021189299;1,059563418;1,493458051;1,024669663;0,798247257;1,043694546;0,338991345;2,130584513;NA;NA;0,704301506;FALSE;FALSE;0,038325;2,341084363
MDH3;3,013679697;2,536558443;2,328338823;2,207553586;1,314257317;0,043997936;1,757790081;1,05308688;3,169895239;-0,702239489;-0,187203263;0,704301506;FALSE;TRUE;-0,016935;4,094490624
MRK1;3,254789687;2,700703717;-0,244125144;0,635483747;-0,026344316;0,150278682;0,185720242;-0,518982959;2,005355837;NA;NA;0,704301506;FALSE;FALSE;-0,02487;1,357881383
THI3;3,26245109;2,785329835;0,774516966;1,372912003;1,330493743;0,94770526;0,923148498;0,218445297;2,201943573;NA;0,100462772;0,704301506;FALSE;FALSE;-0,02394;2,291897375
RPP1A;2,506505032;2,029383778;3,712327228;3,578530336;2,039926801;0,154219234;3,128766831;2,424063631;3,690081559;-0,916676582;NA;0,704301506;FALSE;TRUE;0,29384;5,985653694
SUB2;3,127428778;2,650307523;2,982849907;2,98197708;1,935028292;-0,023401788;2,532213575;1,827510374;2,936233749;NA;0,38852779;0,704301506;TRUE;FALSE;0,4200892;4,635252628
NDE2;3,214313897;2,737192643;-0,236572006;0,100370545;-0,492149506;0,055235254;-0,34939296;-1,05409616;2,511533251;NA;-0,062264526;0,704301506;FALSE;TRUE;-0,01605;1,328945595
LUC7;2,895422546;2,418301291;1,290257269;1,421603927;1,084018273;1,098593937;0,971840422;0,267137221;3,036020496;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,174666222
ASM4;3,200576927;2,723455672;1,522704993;1,741072772;1,393472486;0,788551384;1,291309267;0,586606067;2,643844993;-0,64694976;0,113826733;0,704301506;FALSE;FALSE;0,021175;3,101959565
NUR1;3,162862993;2,685741739;1,257438567;1,532244644;1,106547048;0,538039927;1,082481138;0,377777938;2,62512063;NA;0,187612947;0,704301506;FALSE;NA;-0,04283;2,874407073
RAM1;3,112605002;2,635483747;1,351409752;1,53032779;1,250155499;0,699101184;1,080564285;0,375861084;2,77126666;NA;-0,193936645;0,704301506;FALSE;FALSE;0,214745;3,018636249
UBX3;3,136086097;2,658964843;1,152288344;1,384353414;1,020993891;0,979770479;0,934589909;0,229886709;2,694638533;NA;0,773878671;0,704301506;FALSE;NA;-0,016125;2,796033746
SRP14;2,644438589;2,167317335;2,316745928;2,148910993;1,546886221;0,417373925;1,699147488;0,994444288;3,586186045;-0,802995272;NA;0,704301506;TRUE;FALSE;0,4200892;4,452138837
PMT5;3,34869419;2,871572936;1,477699928;1,669316881;0,880972067;0,667633279;1,219553375;0,514850175;2,522478557;NA;NA;0,704301506;FALSE;FALSE;-0,0206;2,908837237
PMT1;3,389874558;2,912753304;2,357363031;2,507329544;1,532040728;0,26760988;2,057566039;1,352862838;2,522948628;-0,651403109;-0,614019399;0,704301506;FALSE;FALSE;0,00523;3,747319971
RPN6;3,115610512;2,638489257;2,395955097;2,327134065;1,82373902;0,519177443;1,87737056;1,172667359;3,01600022;-0,863596552;-0,088593465;0,704301506;TRUE;TRUE;0,4200892;4,060176084
SNU23;2,767155866;2,290034611;1,473048805;1,568670978;1,197718233;0,648725296;1,118907473;0,414204272;3,200011661;NA;0,074908667;0,704301506;TRUE;TRUE;0,4200892;3,485724438
BUG1;3,011147361;2,534026106;1,940117867;1,750431249;1,517334508;0,614466848;1,300667743;0,595964543;3,241328957;-0,726767166;-0,180363838;0,704301506;FALSE;NA;-0,003785;3,708802005
GET3;3,027349608;2,550228353;2,685132404;2,643047804;1,613032396;-0,127322628;2,193284299;1,488581099;3,077524691;-0,845576027;0,34022311;0,704301506;FALSE;NA;0,03348;4,437614295
DUN1;3,188084374;2,710963119;1,401400541;1,566319622;1,525120572;0,868805605;1,116556116;0,411852916;2,709786245;NA;-0,38962346;0,704301506;FALSE;FALSE;0,05866;2,993147666
POL3;3,517723595;3,04060234;1,526210004;1,611829479;1,164583666;0,515682605;1,162065974;0,457362774;2,459446629;-0,753994096;NA;0,704301506;TRUE;NA;0,4200892;2,788317908
QRI1;3,156549151;2,679427897;2,040087843;1,934195349;1,363631494;0,405695942;1,484431844;0,779728644;3,012133043;-0,712310216;-0,159174539;0,704301506;TRUE;FALSE;0,4200892;3,663370191
QRI7;3,087781418;2,610660163;0,832508913;0,945960704;1,062769926;1,187025732;0,496197198;-0,208506002;2,861556491;NA;-0,494966641;0,704301506;FALSE;TRUE;-0,011745;2,524558994
NSE4;3,082426301;2,605305046;0,972202838;1,221414238;0,967032751;0,97021856;0,771650733;0,066947532;2,731151999;NA;0,221036703;0,704301506;TRUE;NA;0,4200892;2,669608037
PHO2;3,225309282;2,748188027;1,414137362;1,433289685;1,524827387;1,142717895;0,98352618;0,27882298;2,818328095;NA;-0,062264526;0,704301506;FALSE;FALSE;0,27844;2,968659579
MSS2;3,023663918;2,546542663;1,116939647;1,286680969;0,983647694;0,952665548;0,836917464;0,132214264;2,869384459;NA;NA;0,704301506;FALSE;FALSE;0,162555;2,873107227
KIN28;3,000867722;2,487138375;1,540954809;1,542825427;1,407709957;0,950950712;1,093061922;0,388358721;3,096659452;NA;-0,907362566;0,704301506;TRUE;FALSE;0,4200892;3,356526678
TMA17;2,656098202;2,178976947;1,948021533;1,709100282;1,375090529;1,000818349;1,259336776;0,554633576;3,645612749;-0,594312213;0,34022311;0,704301506;FALSE;NA;-0,011265;4,07175483
RRP42;2,902002891;2,424881637;1,793301354;1,936312634;1,796547773;0,576847759;1,486549128;0,781845928;3,017775528;-0,698102283;NA;0,704301506;TRUE;TRUE;0,4200892;3,671129961
TRM3;3,634578023;3,157456768;1,654946227;1,925363667;1,618345964;0,531212809;1,475600162;0,770896962;2,157794236;NA;0,363704206;0,704301506;FALSE;FALSE;-0,00811;2,800199703
ATG20;3,283979284;2,80685803;1,220108088;1,512284063;0,880346265;0,82626542;1,062520558;0,357817358;2,48663444;NA;-0,121385978;0,704301506;FALSE;NA;-0,035925;2,715960303
IWR1;3,053846427;2,549003262;1,505828034;1,425371166;1,388457061;0,93656617;0,975607661;0,270904461;3,11712205;NA;0,01691672;0,704301506;FALSE;TRUE;0,308795;3,259535016
NUP84;3,338655666;2,861534411;1,628184508;1,813447544;1,666584458;0,800851392;1,363684039;0,658980839;2,538870998;-0,783042793;-0,742751125;0,704301506;FALSE;FALSE;0,30774;3,069360342
CYK3;3,424554977;2,947433722;1,322219295;1,736396502;1,584834694;0,904389638;1,286632997;0,581929797;2,224057516;NA;0,006192855;0,704301506;FALSE;FALSE;0,120705;2,677495817
YFH1;2,720159303;2,243038049;2,05709529;2,07272769;1,242335302;0,21036987;1,622964184;0,918260984;3,326997996;-0,662940274;NA;0,704301506;TRUE;FALSE;0,4200892;4,116767485
UBP1;3,385606274;2,908485019;1,681602999;1,987174501;1,649415882;0,741276547;1,537410996;0,832707796;2,371611924;-0,640923774;0,039193115;0,704301506;FALSE;FALSE;0,00034;3,075828224
SNA4;2,626340367;2,149219113;1,525692525;1,43806745;1,347607442;0,82593466;0,988303945;0,283600745;3,524074406;-0,730837435;-0,180363838;0,704301506;FALSE;TRUE;-0,02962;3,679183656
HNT1;2,769377326;2,201397124;2,795442028;2,625055091;1,86656449;0,224796643;2,175291586;1,470588386;3,554658257;-0,833717933;-0,80753455;0,704301506;FALSE;FALSE;-0,01453;4,896755148
CDC48;3,399327532;2,922206277;2,93552238;2,887414732;1,782745686;0,064491531;2,437651227;1,732948027;2,711569815;-0,820161072;0,087497794;0,704301506;TRUE;FALSE;0,4200892;4,316026347
PCL2;2,967079734;2,489958479;1,411114419;1,561459171;1,506745036;0,796625849;1,111695666;0,406992466;2,945365213;NA;NA;0,704301506;FALSE;TRUE;-0,01945;3,223866183
VCX1;3,092018471;2,614897216;1,981592117;2,063220736;1,270207432;0,45527972;1,61345723;0,90875403;2,889142611;-0,661543506;0,074908667;0,704301506;FALSE;TRUE;-0,025005;3,669405145
RPP1B;2,793790385;2,029383778;3,644960217;3,549880778;2,264042432;0,086497021;3,100117273;2,395414073;3,651364106;-0,943476276;-0,977620384;0,704301506;FALSE;TRUE;0,136095;5,918286684
CDC53;3,388811413;2,911690159;1,782329269;1,993920959;1,233791079;0,607999359;1,544157454;0,839454253;2,462386596;-0,646083769;NA;0,704301506;TRUE;FALSE;0,4200892;3,173349355
SRF1;3,118595365;2,641474111;1,091666958;1,534533756;1,487345122;0,804875117;1,084770251;0,38006705;2,501327536;NA;NA;0,704301506;FALSE;NA;-0,025855;2,752903091
RDI1;2,784617293;2,307496038;2,424244422;2,201642882;1,533491623;0,11640684;1,751879377;1,047176176;3,500773947;-0,770318158;NA;0,704301506;FALSE;FALSE;-0,012835;4,419458628
RGT2;3,360214613;2,883093359;0,469822016;1,239299479;1,038216629;1,001287957;0,789535974;0,084832774;1,933097623;NA;1,141855457;0,704301506;FALSE;TRUE;-0,01226;1,889438902
SCM3;2,827369273;2,350248018;1,240549248;1,1430148;1,035799999;1,145309375;0,693251295;-0,011451905;3,332954875;NA;0,17181868;0,704301506;TRUE;TRUE;0,4200892;3,193011474
RPO21;3,716170348;3,239049093;2,157879674;2,433753838;1,964413955;0,989561373;1,983990332;1,279287132;2,070745189;-0,803962059;0,276554031;0,704301506;TRUE;TRUE;0,4200892;3,221540826
BPL1;3,316599302;2,839478047;1,585686278;1,824516328;1,25389758;0,639301611;1,374752823;0,670049622;2,507360348;-0,690263401;0,257248875;0,704301506;TRUE;FALSE;0,4200892;3,048918475
CRD1;2,930439595;2,45331834;1,276231958;1,340642378;1,239473356;1,004172126;0,890878872;0,186175672;3,067939685;NA;NA;0,704301506;FALSE;FALSE;0,02428;3,125623862
CCT4;3,200576927;2,723455672;2,376613451;2,465412597;2,046799249;0,320187085;2,015649091;1,310945891;2,773413627;NA;-0,477933302;0,704301506;TRUE;FALSE;0,4200892;3,955868023
COP1;3,557025722;3,079904468;2,31731102;2,54125465;1,674599658;0,254712429;2,091491145;1,386787944;2,281820348;-0,944048595;-0,344811116;0,704301506;TRUE;FALSE;0,4200892;3,540116797
LDB17;3,169086357;2,691965103;0,950851459;1,446692466;1,08098792;0,888320672;0,996928961;0,292225761;2,397862335;NA;1,141855457;0,704301506;FALSE;NA;-0,009865;2,5615966
RPN5;3,126456113;2,649334859;2,385820687;2,337539124;1,856274324;0,597141154;1,887775619;1,183072419;2,984615149;-0,893469146;-0,320542541;0,704301506;TRUE;FALSE;0,4200892;4,039196073
NOP14;3,386142109;2,909020854;1,895312024;1,893872679;1,629719813;0,656143413;1,444109174;0,739405973;2,678086936;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,289001415
ATG9;3,476251796;2,999130541;0,683947131;1,023663918;0,846507527;1,207703622;0,573900413;-0,130802787;2,246821116;NA;1,317946716;0,704301506;FALSE;NA;-0,01352;1,987526834
RPC53;3,103461622;2,626340367;1,741624258;1,799960527;1,521997671;0,785373291;1,350197022;0,645493822;2,900991808;-0,678712335;0,127615018;0,704301506;TRUE;TRUE;0,4200892;3,417994134
SAS10;3,263162465;2,78604121;2,011866357;1,765891976;1,59763259;0,565023105;1,316128471;0,611425271;3,045601615;NA;NA;0,704301506;TRUE;TRUE;0,4200892;3,528535391
MSH5;3,432327792;2,955206538;-0,107905397;1,046885191;1,016025361;0,992227901;0,597121686;-0,107581515;1,475671319;NA;NA;0,704301506;FALSE;FALSE;-0,01426;1,239598309
CLB3;3,108565024;2,631443769;1,462996612;1,768416088;1,824710399;0,994506063;1,318652583;0,613949383;2,6488052;NA;0,317946716;0,704301506;TRUE;FALSE;-0,01601;3,134263087
CMR1;3,195622944;2,718501689;1,226084116;1,349083169;1,530954349;1,120512847;0,899319664;0,194616463;2,744167703;NA;-0,434101732;0,704301506;FALSE;NA;-0,007495;2,810292671
STE7;3,189770956;2,712649702;1,210853365;1,383456297;1,390989702;1,004521859;0,933692791;0,228989591;2,700415812;-0,549366049;0,472848676;0,704301506;FALSE;FALSE;NA;2,800913908
DHH1;3,182129214;2,705007959;2,537529469;2,379758616;1,300863232;0,425476602;1,929995111;1,22529191;3,038431339;-0,864231485;-0,626535956;0,704301506;FALSE;FALSE;0,22803;4,135231754
ENT1;3,135132651;2,658011397;1,909502541;1,756027213;1,587134888;0,995977426;1,306263708;0,601560507;3,081132377;-0,716133652;0,027912104;0,704301506;FALSE;FALSE;-0,01091;3,554201389
CDC9;3,35564305;2,878521796;1,495960395;1,600864036;1,44872314;0,743856027;1,151100531;0,446397331;2,602243008;NA;NA;0,704301506;TRUE;FALSE;0,4200892;2,920148844
CDC36;2,760422483;2,283301229;1,974373507;1,859738566;1,454260661;0,594310822;1,409975061;0,705271861;3,417002157;-0,624976871;NA;0,704301506;TRUE;FALSE;0,4200892;3,993782523
FAP7;2,773786445;2,29666519;2,11354228;1,8659918;1,781815316;0,491717131;1,416228295;0,711525095;3,536553735;-0,759325972;-2,598849269;0,704301506;TRUE;TRUE;0,4200892;4,119587334
NRP1;3,334453751;2,857332496;1,582177038;1,863144346;1,618013979;0,790301208;1,413380841;0,708677641;2,44736864;-0,685185113;0,317946716;0,704301506;FALSE;FALSE;-0,00494;3,027554786
SFA1;3,06483222;2,587710965;2,288361027;2,038500943;1,590354237;0,273723518;1,588737438;0,884034238;3,247817564;-0,481815196;-0,062264526;0,704301506;FALSE;TRUE;-0,022085;4,003360307
UGX2;2,827369273;2,350248018;0,496929648;0,385606274;-0,280283823;0,184803642;-0,064157232;-0,768860432;3,346743801;NA;NA;0,704301506;FALSE;TRUE;-0,02671;2,449391874
UGA3;3,200576927;2,723455672;0,921166051;1,27485032;1,333344589;0,957534825;0,825086815;0,120383614;2,508528504;NA;0,276554031;0,704301506;FALSE;FALSE;-0,014925;2,500420623
GLT1;3,808750972;3,331629718;2,115144352;2,401986099;1,499989585;0,344739049;1,952222594;1,247519393;1,96719698;-0,723883011;-0,166353124;0,704301506;FALSE;FALSE;-0,01873;3,086224878
PAR32;2,948412966;2,471291711;2,039176084;2,033865867;1,506877486;0,525549124;1,584102362;0,879399162;3,119686951;-0,671620397;-0,238355785;0,704301506;FALSE;NA;0,00877;3,870594618
DLD1;3,246498581;2,769377326;1,563243701;1,810501348;1,312984653;0,466555455;1,360737843;0,656034642;2,569033472;NA;-0,166353124;0,704301506;FALSE;TRUE;-0,01845;3,096576619
AIR2;3,01494035;2,537819095;1,46612587;1,462996612;1,291897586;0,976345501;1,013233107;0,308529906;3,050978608;NA;0,141855457;0,704301506;FALSE;TRUE;-0,007525;3,23101702
DLD2;3,202215776;2,725094521;1,762078087;1,799064719;1,495644723;0,717564485;1,349301214;0,644598014;2,823587292;-0,645699438;0,039193115;0,704301506;FALSE;TRUE;-0,01673;3,339693811
PCL9;2,961421094;2,484299839;1,512817759;1,553640336;1,698786181;1,227051586;1,103876831;0,399173631;3,060546028;NA;NA;0,704301506;FALSE;FALSE;-0,025585;3,331228164
INH1;2,411619706;1,934498451;2,021354713;1,637689819;0,830676082;0,320628632;1,187926314;0,483223114;4,034834888;-0,511660842;-0,024475965;0,704301506;FALSE;FALSE;NA;4,389566506
VMA1;3,50731604;3,030194785;3,031473099;3,032836256;1,757836294;-0,109239873;2,583072751;1,878369551;2,554110502;-0,920456993;-0,418449787;0,704301506;FALSE;NA;0,302635;4,303988558
RBS1;3,137986733;2,660865478;1,601408061;1,806722503;1,559228282;0,677267582;1,356958998;0,652255798;2,719488524;-0,647914002;0,221036703;0,704301506;FALSE;NA;-0,027305;3,243252827
UFD2;3,460296327;2,983175072;1,669595781;1,848620117;1,425027042;0,618617893;1,398856612;0,694153412;2,423469037;-0,731071178;NA;0,704301506;FALSE;FALSE;0,00754;2,989130953
ARF1;2,737192643;2,260071388;3,080146478;3,070300212;2,029168144;0,063626199;2,620536707;1,915833507;3,335443323;-1,074172425;NA;0,704301506;FALSE;FALSE;0,16679;5,122785334
NUS1;3,0523091;2,575187845;1,888684847;1,8896378;1,189576823;0,587462467;1,439874295;0,735171095;3,009527646;-0,751904069;NA;0,704301506;TRUE;NA;0,4200892;3,616207246
SNF3;3,424064525;2,946943271;0,426511261;1,040206628;0,937484253;0,868625505;0,590443122;-0,114260078;2,025029808;NA;NA;0,704301506;FALSE;FALSE;0,07052;1,782278235
SEC31;3,582290683;3,105169428;2,241098009;2,352780468;1,536738348;0,58101643;1,903016962;1,198313762;2,368816559;-0,763966853;0,204003363;0,704301506;TRUE;FALSE;0,4200892;3,438638826
ASF2;3,198106999;2,720985744;0,657055853;1,431363764;1,07760226;0,971790614;0,981600259;0,276897059;2,09037479;NA;0,23876547;0,704301506;FALSE;FALSE;-0,013485;2,238780353
GGC1;2,95568775;2,478566496;1,835880732;1,766412847;1,550727935;0,41197064;1,316649342;0,611946142;3,176569834;NA;NA;0,704301506;FALSE;NA;0,303245;3,660024481
MGT1;2,753583059;2,276461804;1,419294722;1,528531061;1,053503772;0,482972756;1,078767555;0,374064355;3,199970302;NA;NA;0,704301506;FALSE;TRUE;0,00945;3,445543162
TRM8;2,935003151;2,457881897;2,109882143;2,047313816;1,634357598;0,566732365;1,597550311;0,89284711;3,190354876;-0,623058243;-2,348898734;0,704301506;FALSE;FALSE;-0,014625;3,954710491
MRPL11;2,875061263;2,397940009;1,834611421;1,765743041;1,651051403;0,910148637;1,315979536;0,611276336;3,256596816;-0,675100503;NA;0,704301506;FALSE;TRUE;0,23151;3,739381656
ACK1;3,272305844;2,79518459;1,17868924;1,519827994;1,344391426;0,981513902;1,070064489;0,365361288;2,449345101;NA;0,23876547;0,704301506;FALSE;NA;0,00393;2,686214894
RTN2;3,072617477;2,595496222;0,460897843;1,176958981;0,761634257;0,955392394;0,727195475;0,022492275;2,274111085;NA;-0,666580598;0,704301506;FALSE;NA;-0,00929;2,168111865
HEM3;2,992995098;2,515873844;1,887786035;1,99839013;1,108364672;0,522077895;1,548626625;0,843923425;2,959190506;-0,735890844;NA;0,704301506;TRUE;TRUE;0,4200892;3,674622435
