Duplication;ORF;HM.Stynen;list.Biogrid.HM.Pubmed.id;n.Biogrid.study;n.Biogrid.HM;HM.Biogrid;HM.Kim;HM.PCA;HM.final
SSD-successive;YNL071W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL073W;0;NA;Two-hybrid(17707817);1;1;0;NA;1
SSD-successive;YNL076W;1;NA;NA;NA;NA;0;NA;1
SSD-successive;YNL077W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL082W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL083W;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNL088W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Co-crystal Structure(10201398);Co-crystal Structure(18097402);Reconstituted Complex(7893659);Reconstituted Complex(7935413);Reconstituted Complex(9115283)";7;5;0;NA;1
SSD-successive;YNL090W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL091W;NA;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YNL097C;NA;NA;"Affinity Capture-MS(16286008);Affinity Capture-MS(16554755)";2;1;0;NA;1
SSD-successive;YNL099C;NA;NA;"Affinity Capture-MS(11805837);Two-hybrid(11283351);Two-hybrid(18719252)";3;0;0;NA;0
SSD-successive;YNL101W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL102W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(27397685)";2;0;0;NA;0
SSD-successive;YNL107W;NA;NA;"Affinity Capture-MS(15045029);Two-hybrid(22875988)";2;2;0;NA;1
SSD-successive;YNL110C;1;NA;"Two-hybrid(24129494);Two-hybrid(25877921)";2;2;1;NA;1
SSD-successive;YNL111C;0;NA;Two-hybrid(18719252);1;1;0;NA;1
SSD-successive;YNL112W;NA;NA;"Affinity Capture-MS(16554755);PCA(18467557)";2;1;0;NA;1
SSD-successive;YNL118C;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(24569876);PCA(18467557);PCA(22615397);Reconstituted Complex(17984320);Reconstituted Complex(20832728);Two-hybrid(10900456)";7;2;1;NA;1
SSD-successive;YNL119W;0;NA;"Affinity Capture-MS(19145231);Two-hybrid(19145231)";2;0;0;NA;0
SSD-successive;YNL125C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNL128W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL129W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL134C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL136W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNL137C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNL139C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(24244187);Affinity Capture-Western(11979277)";4;2;0;NA;1
SSD-successive;YNL147W;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(10428970);Two-hybrid(10900456)";3;0;0;NA;0
SSD-successive;YNL153C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNL155W;0;NA;"Affinity Capture-MS(24121501);Affinity Capture-Western(24121501)";2;1;0;NA;1
SSD-successive;YNL161W;NA;NA;"Affinity Capture-MS(11805837);PCA(21118957);Reconstituted Complex(19345193);Two-hybrid(12972564)";4;3;0;NA;1
SSD-successive;YNL163C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL164C;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YNL165W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL167C;0;NA;Affinity Capture-Western(11500510);1;1;0;NA;1
SSD-successive;YNL169C;0;NA;"Affinity Capture-Western(22984266);Affinity Capture-Western(28606933)";2;2;0;NA;1
SSD-successive;YNL172W;NA;NA;"Affinity Capture-MS(9469814);Affinity Capture-Western(21186364);Affinity Capture-Western(8895471);Two-hybrid(17634282)";4;2;0;NA;1
SSD-successive;YNL175C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)";2;0;NA;NA;0
SSD-successive;YNL180C;0;NA;Affinity Capture-MS(11805837);1;0;1;NA;1
SSD-successive;YNL181W;NA;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
SSD-successive;YNL182C;NA;NA;"Affinity Capture-MS(11805837);Two-hybrid(11283351);Two-hybrid(22875988)";3;0;0;NA;0
SSD-successive;YNL186W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22902402);Affinity Capture-Western(22902402);PCA(18467557)";4;2;0;NA;1
SSD-successive;YNL188W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL190W;1;NA;NA;NA;NA;NA;NA;1
SSD-successive;YNL192W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL193W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL196C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL202W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL206C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(22337870);Reconstituted Complex(22307274);Reconstituted Complex(22337870)";4;3;0;NA;1
SSD-successive;YNL207W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL217W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL218W;0;NA;Two-hybrid(10688190);1;1;0;NA;1
SSD-successive;YNL219C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL221C;0;NA;"Affinity Capture-Western(17881380);Two-hybrid(11880623)";2;1;0;NA;1
SSD-successive;YNL227C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL230C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL237W;0;NA;PCA(16093310);1;1;0;NA;1
SSD-successive;YNL238W;1;NA;"PCA(16093310);PCA(18467557)";2;0;0;NA;1
SSD-successive;YNL242W;0;NA;Affinity Capture-MS(23904270);1;0;0;NA;0
SSD-successive;YNL247W;0;NA;"Affinity Capture-MS(16554755);PCA(22615397)";2;1;0;NA;1
SSD-successive;YNL250W;0;NA;"Affinity Capture-MS(11805837);FRET(25601756);Two-hybrid(11087867)";3;2;0;NA;1
SSD-successive;YNL251C;NA;NA;"Affinity Capture-MS(16427013);Affinity Capture-MS(16554755);Reconstituted Complex(24860164)";3;2;0;NA;1
SSD-successive;YNL253W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL255C;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21277287);PCA(18467557);PCA(22615397)";4;2;0;NA;1
SSD-successive;YNL258C;NA;NA;"PCA(27440402);Two-hybrid(11283351)";2;0;0;NA;0
SSD-successive;YNL265C;1;NA;PCA(18467557);1;1;0;NA;1
SSD-successive;YNL267W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNL268W;0;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YNL271C;NA;NA;"Co-crystal Structure(15006353);Reconstituted Complex(14657240);Reconstituted Complex(19220811);Reconstituted Complex(22247555);Reconstituted Complex(23161908);Two-hybrid(19220811)";6;6;0;NA;1
SSD-successive;YNL272C;1;NA;"Two-hybrid(11087867);Two-hybrid(19591838);Two-hybrid(22875988)";3;3;NA;NA;1
SSD-successive;YNL274C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL279W;NA;NA;"Affinity Capture-Western(19933274);Affinity Capture-Western(20485669);PCA(16093310)";3;2;0;NA;1
SSD-successive;YNL286W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(18719252)";2;0;0;NA;0
SSD-successive;YNL287W;0;NA;"Affinity Capture-MS(16554755);PCA(18467557)";2;0;NA;NA;0
SSD-successive;YNL289W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YNL290W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(10913172)";2;0;0;NA;0
SSD-successive;YNL295W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL304W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL308C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNL311C;0;NA;"Affinity Capture-MS(11805837);Biochemical Activity(14747994)";2;1;0;NA;1
SSD-successive;YNL313C;1;NA;"Affinity Capture-MS(14759368);PCA(18467557)";2;1;0;NA;1
SSD-successive;YNL315C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL317W;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YNL318C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL325C;0;NA;Affinity Capture-Western(19037259);1;0;NA;NA;0
SSD-successive;YNL326C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL327W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL329C;1;NA;"Affinity Capture-MS(22940862);Affinity Capture-Western(16007078);Two-hybrid(18719252)";3;1;1;1;1
SSD-successive;YNL330C;0;NA;"Affinity Capture-MS(16286008);Affinity Capture-MS(16314178);Affinity Capture-MS(16554755);Affinity Capture-MS(23878396);Affinity Capture-Western(23878396)";5;3;0;NA;1
SSD-successive;YNL331C;0;NA;Two-hybrid(11283351);1;1;0;NA;1
SSD-successive;YNL332W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNL333W;1;NA;"Protein-peptide(11967834);Two-hybrid(11283351);Two-hybrid(18719252)";3;2;0;NA;1
SSD-successive;YNL334C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
SSD-successive;YNL336W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR006W;1;NA;"Co-crystal Structure(12750381);Reconstituted Complex(12750381);Two-hybrid(10688190);Two-hybrid(11283351);Two-hybrid(15086794)";5;2;0;NA;1
SSD-successive;YNR009W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YNR010W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YNR011C;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(20089683)";2;1;0;NA;1
SSD-successive;YNR012W;NA;NA;"Two-hybrid(11283351);Two-hybrid(18719252)";2;2;0;NA;1
SSD-successive;YNR017W;NA;NA;"Affinity Capture-Western(14532110);Affinity Capture-Western(15878866);Affinity Capture-Western(24061477);Reconstituted Complex(17959826);Reconstituted Complex(26714107)";5;5;0;NA;1
SSD-successive;YNR030W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR032W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR033W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR038W;1;NA;Two-hybrid(25877921);1;0;0;NA;1
SSD-successive;YNR044W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR051C;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(20508643);Affinity Capture-Western(20508643);Co-crystal Structure(15955808);PCA(18467557)";5;3;0;NA;1
SSD-successive;YNR053C;0;NA;"Affinity Capture-MS(12808088);Affinity Capture-MS(23874617);Affinity Capture-Western(21926967)";3;0;0;NA;0
SSD-successive;YNR055C;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNR056C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNR058W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR060W;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNR061C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR065C;0;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YNR066C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR068C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR069C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR070W;NA;NA;PCA(16093310);1;0;NA;NA;0
SSD-successive;YNR071C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR072W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YNR075C-A;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YNR075W;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YNR076W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL003C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL006C;1;NA;"Affinity Capture-MS(16554755);Two-hybrid(22875988)";2;0;0;NA;1
SSD-successive;YOL012C;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(19106085);Affinity Capture-Western(21111233);Reconstituted Complex(21111233)";4;3;NA;NA;1
SSD-successive;YOL013C;0;NA;"Affinity Capture-Western(19394298);Affinity Capture-Western(21074049);Affinity Capture-Western(24292014);Affinity Capture-Western(27170191);Biochemical Activity(11139575);Biochemical Activity(11146622);Biochemical Activity(19366730);Biochemical Activity(19394298);Biochemical Activity(23665230);Biochemical Activity(25215493);Biochemical Activity(25646477);Biochemical Activity(27170191);Biochemical Activity(27321670);Co-crystal Structure(28682307);Reconstituted Complex(11724934)";15;13;0;NA;1
SSD-successive;YOL015W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL018C;NA;NA;Affinity Capture-Western(12006655);1;1;0;NA;1
SSD-successive;YOL020W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL021C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;0;NA;1
SSD-successive;YOL022C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL023W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL030W;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YOL031C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL033W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL034W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(18719252)";2;0;0;NA;0
SSD-successive;YOL038W;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(15253422);Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)";4;2;0;NA;1
SSD-successive;YOL041C;0;NA;"Affinity Capture-MS(14759368);Two-hybrid(25877921)";2;2;0;NA;1
SSD-successive;YOL042W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL047C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL048C;0;NA;NA;NA;NA;1;NA;1
SSD-successive;YOL051W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOL054W;NA;NA;"Affinity Capture-MS(21070970);Biochemical Activity(21070971)";2;2;0;NA;1
SSD-successive;YOL055C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL062C;0;NA;Affinity Capture-Western(10564262);1;0;0;NA;0
SSD-successive;YOL064C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL065C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL069W;NA;NA;"Affinity Capture-MS(16554755);FRET(24930965);PCA(22875988);Two-hybrid(11087867);Two-hybrid(11179222);Two-hybrid(17634282);Two-hybrid(22875988)";7;3;NA;NA;1
SSD-successive;YOL070C;0;NA;Two-hybrid(10688190);1;0;NA;NA;0
SSD-successive;YOL075C;0;NA;PCA(23831759);1;0;0;NA;0
SSD-successive;YOL078W;0;NA;Affinity Capture-Western(16002396);1;0;0;NA;0
SSD-successive;YOL084W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL087C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOL088C;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(22875988)";2;0;0;NA;0
SSD-successive;YOL090W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL091W;0;NA;"FRET(20826607);Two-hybrid(10899120);Two-hybrid(22875988)";3;2;0;NA;1
SSD-successive;YOL094C;NA;NA;Affinity Capture-MS(11805837);1;0;0;NA;0
SSD-successive;YOL097C;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YOL109W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOL111C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOL116W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL122C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL123W;0;NA;Reconstituted Complex(19345193);1;1;0;NA;1
SSD-successive;YOL126C;0;NA;Two-hybrid(12730240);1;1;1;NA;1
SSD-successive;YOL130W;NA;NA;PCA(16903865);1;1;0;NA;1
SSD-successive;YOL132W;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YOL133W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(10213692);Reconstituted Complex(14747994);Two-hybrid(18719252)";4;0;NA;NA;0
SSD-successive;YOL136C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL138C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL140W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL145C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Reconstituted Complex(28585565)";3;1;0;NA;1
SSD-successive;YOL151W;NA;NA;Co-crystal Structure(24879127);1;1;0;NA;1
SSD-successive;YOL152W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL157C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL158C;1;NA;NA;NA;NA;0;NA;1
SSD-successive;YOL161C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL162W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL163W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOL165C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR007C;NA;NA;"Co-crystal Structure(23142665);Two-hybrid(18719252);Two-hybrid(23045389)";3;3;0;NA;1
SSD-successive;YOR008C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR009W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR027W;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(20237159);PCA(18467557)";3;2;NA;NA;1
SSD-successive;YOR032C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR036W;0;NA;Two-hybrid(11283351);1;0;0;NA;0
SSD-successive;YOR038C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR042W;1;NA;"Affinity Capture-Western(28504708);PCA(18467557);Two-hybrid(27477278)";3;2;0;1;1
SSD-successive;YOR046C;NA;NA;Two-hybrid(10523319);1;0;NA;NA;0
SSD-successive;YOR048C;0;NA;"Affinity Capture-MS(16554755);Reconstituted Complex(19345193)";2;1;0;NA;1
SSD-successive;YOR052C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR064C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR070C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR071C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YOR073W;0;NA;"PCA(22875988);Two-hybrid(22875988)";2;0;0;NA;0
SSD-successive;YOR075W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YOR080W;0;NA;Two-hybrid(19913425);1;0;0;NA;0
SSD-successive;YOR083W;NA;NA;NA;NA;NA;0;1;1
SSD-successive;YOR085W;NA;NA;PCA(16093310);1;0;NA;NA;0
SSD-successive;YOR090C;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(22940862)";2;1;0;NA;1
SSD-successive;YOR098C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR099W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR100C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR106W;0;NA;"Affinity Capture-Western(10725336);Affinity Capture-Western(22754631);Two-hybrid(22875988)";3;1;0;NA;1
SSD-successive;YOR112W;0;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
SSD-successive;YOR113W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR116C;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;0;NA;1
SSD-successive;YOR117W;0;NA;"PCA(18467557);PCA(22615397);PCA(22875988);Two-hybrid(11283351);Two-hybrid(22875988)";5;1;NA;NA;1
SSD-successive;YOR119C;NA;NA;"Biochemical Activity(11972772);Two-hybrid(30011030)";2;2;0;NA;1
SSD-successive;YOR124C;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(18719252);Two-hybrid(22875988)";3;0;0;NA;0
SSD-successive;YOR132W;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)";2;1;0;NA;1
SSD-successive;YOR136W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YOR138C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR140W;0;NA;Affinity Capture-Western(12024012);1;1;0;NA;1
SSD-successive;YOR141C;0;NA;"Affinity Capture-MS(15607974);Affinity Capture-MS(16554755);Reconstituted Complex(23213201)";3;2;0;NA;1
SSD-successive;YOR144C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR145C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR147W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR149C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR151C;0;NA;"Affinity Capture-MS(23209026);PCA(18467557)";2;1;0;NA;1
SSD-successive;YOR157C;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(11595789)";2;0;0;NA;0
SSD-successive;YOR158W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR159C;0;NA;"Affinity Capture-MS(16554755);Co-crystal Structure(12618433);Reconstituted Complex(12618433);Two-hybrid(18719252)";4;2;NA;NA;1
SSD-successive;YOR160W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR165W;1;NA;"Affinity Capture-MS(22940862);PCA(18467557)";2;2;1;NA;1
SSD-successive;YOR174W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YOR177C;0;NA;"FRET(20826607);Two-hybrid(10899120);Two-hybrid(22875988)";3;2;0;NA;1
SSD-successive;YOR187W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YOR188W;0;NA;"Affinity Capture-Western(23785492);Two-hybrid(11489916)";2;1;0;NA;1
SSD-successive;YOR191W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR192C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR192C-A;NA;NA;Two-hybrid(18719252);1;1;NA;NA;1
SSD-successive;YOR194C;0;NA;Reconstituted Complex(23814059);1;0;0;NA;0
SSD-successive;YOR195W;1;NA;"Affinity Capture-Western(23283988);PCA(18467557);PCA(22875988);Two-hybrid(11087867);Two-hybrid(17634282);Two-hybrid(22875988)";6;4;NA;NA;1
SSD-successive;YOR198C;NA;NA;"Affinity Capture-MS(22940862);Two-hybrid(22875988)";2;1;NA;NA;1
SSD-successive;YOR206W;1;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);PCA(18467557);Two-hybrid(25877921)";4;2;NA;NA;1
SSD-successive;YOR207C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR208W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR211C;NA;NA;"Affinity Capture-Western(19505460);PCA(16093310);Reconstituted Complex(19236101)";3;2;0;NA;1
SSD-successive;YOR212W;NA;NA;Two-hybrid(22875988);1;0;0;NA;0
SSD-successive;YOR213C;0;NA;Affinity Capture-Western(11731480);1;0;0;NA;0
SSD-successive;YOR216C;0;NA;Two-hybrid(22875988);1;0;0;NA;0
SSD-successive;YOR217W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR224C;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YOR230W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(9234739);Two-hybrid(18719252);Two-hybrid(9234739)";4;2;1;NA;1
SSD-successive;YOR232W;NA;NA;"Affinity Capture-Western(23864706);Reconstituted Complex(16600294);Reconstituted Complex(23345595);Reconstituted Complex(27977164);Two-hybrid(22875988)";5;3;0;NA;1
SSD-successive;YOR242C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR244W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(23572591)";2;1;0;NA;1
SSD-successive;YOR246C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR249C;0;NA;"Affinity Capture-MS(9469814);Two-hybrid(17634282)";2;0;0;NA;0
SSD-successive;YOR250C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR254C;NA;NA;"Affinity Capture-MS(22940862);PCA(16093310);Two-hybrid(12518317)";3;2;NA;NA;1
SSD-successive;YOR257W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YOR259C;NA;NA;"Affinity Capture-MS(19446322);PCA(18467557);Two-hybrid(22875988)";3;0;0;NA;0
SSD-successive;YOR261C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);Two-hybrid(11742986)";4;1;NA;NA;1
SSD-successive;YOR262W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR267C;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YOR269W;0;NA;"Affinity Capture-Western(15965467);Two-hybrid(11087867);Two-hybrid(18719252);Two-hybrid(22875988)";4;3;0;NA;1
SSD-successive;YOR272W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16287855);Two-hybrid(25877921)";3;1;0;NA;1
SSD-successive;YOR273C;NA;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YOR283W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR287C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR288C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR298W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR303W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR304W;0;NA;"Affinity Capture-MS(15824130);Affinity Capture-MS(20190278)";2;0;0;NA;0
SSD-successive;YOR308C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YOR310C;NA;NA;"Affinity Capture-MS(12150911);Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Two-hybrid(18268104)";4;1;0;NA;1
SSD-successive;YOR329C;0;NA;"Reconstituted Complex(19345193);Two-hybrid(22875988)";2;1;0;NA;1
SSD-successive;YOR335C;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;NA;NA;1
SSD-successive;YOR337W;0;NA;Two-hybrid(22875988);1;0;0;NA;0
SSD-successive;YOR339C;NA;NA;Biochemical Activity(14747994);1;1;0;NA;1
SSD-successive;YOR341W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Co-crystal Structure(28262097);PCA(18467557)";5;2;0;NA;1
SSD-successive;YOR344C;NA;NA;Two-hybrid(22875988);1;0;0;NA;0
SSD-successive;YOR348C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YOR351C;0;NA;"Biochemical Activity(21660693);Biochemical Activity(26682552);Biochemical Activity(28986445)";3;3;0;NA;1
SSD-successive;YOR353C;NA;NA;Two-hybrid(18719252);1;0;0;NA;0
SSD-successive;YOR357C;1;NA;NA;NA;NA;0;NA;1
