Model,Run,Iter,Mut_alpha,pearson,r_pval,spearman,rho_pval
Minimal,Bm2,iter3,-0.35,0.7454986566196053,0.0,0.71464968016242,1.82599546031e-312
Minimal,Bm3,iter1,-0.35,0.7214167671740463,3.577e-321,0.7054217183554296,5.425022539757095e-301
Minimal,Bm3,iter2,-0.35,0.7192792279577843,2.147e-318,0.7067635106908777,1.2418410105758928e-302
Minimal,Bm3,iter3,-0.35,0.7234740123923518,0.0,0.6910609172652292,5.3199504541910805e-284
Minimal,Bm4,iter1,-0.35,0.6924982438880039,1.175940100667809e-285,0.6671869937967484,7.37036741729825e-258
Minimal,Bm4,iter2,-0.35,0.6958423457218034,1.515610450021378e-289,0.6833234938308734,2.974132292294113e-275
Minimal,Bm4,iter3,-0.35,0.6933606491142463,1.181319549346282e-286,0.6611050547762637,1.3892072789384684e-251
Minimal,Bm5,iter1,-0.35,0.668521592188491,2.9545577087675786e-259,0.6474466228616557,5.155597292309282e-238
Minimal,Bm5,iter2,-0.35,0.6724522250825625,2.057830993550897e-263,0.6543273465818367,9.219111298598684e-245
Minimal,Bm5,iter3,-0.35,0.6626280329788864,3.847947119096864e-253,0.6222074080518519,1.0709468873800287e-214
Minimal,Bm6,iter1,-0.35,0.6190839748257013,5.861506181200077e-212,0.5835288333822083,7.530263579481332e-183
Minimal,Bm6,iter2,-0.35,0.6370752831132935,3.617369959657961e-228,0.6189784952446238,7.24337320118633e-212
Minimal,Bm6,iter3,-0.35,0.6293576769706315,4.3936851232399884e-221,0.5846242341560586,1.079878731794857e-183
Minimal,Bm7,iter1,-0.35,0.5879544293825709,2.8140768776811616e-186,0.5702305740576434,7.325454824207616e-173
Minimal,Bm7,iter2,-0.35,0.6293951905778917,4.0632892135891793e-221,0.6042035770508943,2.504043005229042e-199
Minimal,Bm7,iter3,-0.35,0.604144262030361,2.803216333332441e-199,0.5611957717989429,2.4799586023946685e-166
Minimal,Bm8,iter1,-0.35,0.5805921515409448,1.3249784024766948e-180,0.5595826818956705,3.4607312474575486e-165
Minimal,Bm8,iter2,-0.35,0.6120790625427885,6.278375315164442e-206,0.5846267241566809,1.0751129049737446e-183
Minimal,Bm8,iter3,-0.35,0.5722065375569172,2.5679567811870903e-174,0.5456680934170233,1.435947788934428e-155
Minimal,Bm9,iter1,-0.35,0.5731470040617577,5.169791478447264e-175,0.56090192022548,4.0127757755995043e-166
Minimal,Bm9,iter2,-0.35,0.591830484094289,2.5329993269951515e-189,0.5571967932991982,1.6626551622112722e-163
Minimal,Bm9,iter3,-0.35,0.5722209230320514,2.505860217741913e-174,0.5305763181440796,1.22985110928023e-145
No Cost,m05,iter1,0,0.08696380160051036,9.85692317115599e-05,0.08540815085203772,0.00013121346938166768
No Cost,m05,iter2,0,0.09682569964254784,1.4400455815898848e-05,0.07376617394154349,0.0009621749481734844
No Cost,m05,iter3,0,0.11170156316370096,5.499793097323697e-07,0.08070173917543479,0.00030299150592279873
No Cost,m10,iter1,0,-0.535018850318827,1.6526849767893935e-148,-0.4843074085768521,3.949969467326147e-118
No Cost,m10,iter2,0,-0.5320978662284568,1.2916364148004908e-146,-0.46443602310900567,1.4830490114227172e-107
No Cost,m10,iter3,0,-0.5439050728997881,2.2065294425919812e-154,-0.4998156394539099,6.9975624287281154e-127
No Cost,m1,iter1,0,-0.19545381250501104,1.137464042696076e-18,-0.15078386419596604,1.2199537485084014e-11
No Cost,m1,iter2,0,-0.17024945860450275,1.7876264187771828e-14,-0.12799086649771663,9.24737297528567e-09
No Cost,m1,iter3,0,-0.17234629651265132,8.434026881282318e-15,-0.13222893005723252,2.9234212984588205e-09
No Cost,m2,iter1,0,-0.3826131585969927,9.871149571786656e-71,-0.30508608577152146,2.3860074687291205e-44
No Cost,m2,iter2,0,-0.40206679467756096,1.3935592853767077e-78,-0.3331562932890733,4.824326419590855e-53
No Cost,m2,iter3,0,-0.3963732098069894,3.1374069292102354e-76,-0.30957678839419706,1.1191818915729156e-45
No Cost,m3,iter1,0,-0.47123101689936464,4.300254401773905e-111,-0.4060589815147454,2.931010030312062e-80
No Cost,m3,iter2,0,-0.4956584878524378,1.719254852340253e-124,-0.4057856364464091,3.8245600348852234e-80
No Cost,m3,iter3,0,-0.49163738778874877,3.283149448881019e-122,-0.4072423108105777,9.236007041438077e-81
No Cost,m4,iter1,0,-0.49381505979397555,1.926639032639239e-123,-0.43681978620494655,5.649476946041999e-94
No Cost,m4,iter2,0,-0.4941818275667313,1.192647644402848e-123,-0.41788789297197315,2.298187947075288e-85
No Cost,m4,iter3,0,-0.49284228422662746,6.855099237499545e-123,-0.427011367752842,1.910053028274725e-89
No Cost,m5,iter1,0,-0.5044222705004642,1.4361958055485189e-129,-0.44926315031578756,6.130939796681711e-100
No Cost,m5,iter2,0,-0.5224583639479419,1.6907156036284133e-140,-0.4508988542247136,9.657400371816862e-101
No Cost,m5,iter3,0,-0.519055066423131,2.1927566292738758e-138,-0.4605856316464079,1.3821648878648345e-105
No Cost,m6,iter1,0,-0.5351108224578467,1.439743362255895e-148,-0.4803315825828956,5.869064599606754e-116
No Cost,m6,iter2,0,-0.5368175496095224,1.1047382107771282e-149,-0.46458081964520487,1.249111469971797e-107
No Cost,m6,iter3,0,-0.5282858449172727,3.579115337871813e-144,-0.48074841468710366,3.4849702804814513e-116
No Cost,m7,iter1,0,-0.5382450138188233,1.275703892634147e-150,-0.47828180507045126,7.536963763220219e-115
No Cost,m7,iter2,0,-0.5457838090244118,1.1995288673157499e-155,-0.4744587181146795,8.411230486704264e-113
No Cost,m7,iter3,0,-0.525718689230505,1.5178714294512682e-142,-0.46900171975043,6.35258077938974e-110
No Cost,m8,iter1,0,-0.5311477417811626,5.282980542914899e-146,-0.47557959789489945,2.1242408762525823e-113
No Cost,m8,iter2,0,-0.5301903361260356,2.1743823989665744e-145,-0.45669963017490756,1.266886905829242e-103
